Site,Disturbance,Exclosure,Date,FG,Year,Total Hits,hits,weight
west fork,fire,out,2018-08-01,Forb,2018,24,0,14.64
west fork,fire,out,2018-08-01,SD,2018,24,0,42.9
west fork,fire,out,2018-08-01,Subshrub,2018,24,0,0.0
west fork,fire,out,2018-08-01,Total,2018,24,24,227.31999999999996
west fork,fire,out,2018-08-01,VUOC,2018,24,0,0.0
west fork,fire,out,2019-08-07,AnnGrass,2019,13,0,6.5
west fork,fire,out,2019-08-07,Brome,2019,13,0,6.5
west fork,fire,out,2019-08-07,C3,2019,13,9,84.5
west fork,fire,out,2019-08-07,C4,2019,13,0,2.2
west fork,fire,out,2019-08-07,Forb,2019,13,0,2.3
west fork,fire,out,2019-08-07,SD,2019,13,0,26.3
west fork,fire,out,2019-08-07,Subshrub,2019,13,4,5.5
west fork,fire,out,2019-08-07,Total,2019,13,13,127.30000000000001
west fork,fire,out,2019-08-07,VUOC,2019,13,0,0.0
west fork,fire,out,2020-08-05,AnnGrass,2020,12,0,0.0
west fork,fire,out,2020-08-05,Brome,2020,12,0,0.0
west fork,fire,out,2020-08-05,C3,2020,12,7,44.14
west fork,fire,out,2020-08-05,C4,2020,12,3,8.9
west fork,fire,out,2020-08-05,Forb,2020,12,1,5.359999999999999
west fork,fire,out,2020-08-05,SD,2020,12,1,15.3
west fork,fire,out,2020-08-05,Subshrub,2020,12,0,3.12
west fork,fire,out,2020-08-05,Total,2020,12,12,76.82000000000001
west fork,fire,out,2020-08-05,VUOC,2020,12,0,0.0
west fork,fire,ungulate ex,2017-07-19,AnnGrass,2017,20,2,5.859999999999999
west fork,fire,ungulate ex,2017-07-19,Brome,2017,20,2,5.859999999999999
west fork,fire,ungulate ex,2017-07-19,C3,2017,20,15,155.56
west fork,fire,ungulate ex,2017-07-19,C4,2017,20,0,0.4599999999999973
west fork,fire,ungulate ex,2017-07-19,Forb,2017,20,3,16.039999999999996
west fork,fire,ungulate ex,2017-07-19,SD,2017,20,0,0.0
west fork,fire,ungulate ex,2017-07-19,Subshrub,2017,20,0,0.0
west fork,fire,ungulate ex,2017-07-19,Total,2017,20,20,177.92
west fork,fire,ungulate ex,2017-07-19,VUOC,2017,20,0,0.0
west fork,fire,ungulate ex,2018-08-01,AnnGrass,2018,26,6,11.1
west fork,fire,ungulate ex,2018-08-01,Brome,2018,26,6,11.1
west fork,fire,ungulate ex,2018-08-01,C3,2018,26,10,136.72
west fork,fire,ungulate ex,2018-08-01,C4,2018,26,4,24.64
west fork,fire,ungulate ex,2018-08-01,Forb,2018,26,3,22.0
west fork,fire,ungulate ex,2018-08-01,SD,2018,26,3,30.08
west fork,fire,ungulate ex,2018-08-01,Subshrub,2018,26,0,0.0
west fork,fire,ungulate ex,2018-08-01,Total,2018,26,26,224.54000000000002
west fork,fire,ungulate ex,2018-08-01,VUOC,2018,26,0,0.0
west fork,fire,ungulate ex,2019-08-07,AnnGrass,2019,51,30,61.9
west fork,fire,ungulate ex,2019-08-07,Brome,2019,51,30,61.9
west fork,fire,ungulate ex,2019-08-07,C3,2019,51,19,150.9
west fork,fire,ungulate ex,2019-08-07,C4,2019,51,0,9.5
west fork,fire,ungulate ex,2019-08-07,Forb,2019,51,2,41.4
west fork,fire,ungulate ex,2019-08-07,SD,2019,51,0,8.8
west fork,fire,ungulate ex,2019-08-07,Subshrub,2019,51,0,0.0
west fork,fire,ungulate ex,2019-08-07,Total,2019,51,51,272.50000000000006
west fork,fire,ungulate ex,2019-08-07,VUOC,2019,51,0,0.0
west fork,fire,ungulate ex,2020-08-05,AnnGrass,2020,24,8,18.28
west fork,fire,ungulate ex,2020-08-05,Brome,2020,24,8,18.28
west fork,fire,ungulate ex,2020-08-05,C3,2020,24,1,17.46
west fork,fire,ungulate ex,2020-08-05,C4,2020,24,1,5.56
west fork,fire,ungulate ex,2020-08-05,Forb,2020,24,1,5.1
west fork,fire,ungulate ex,2020-08-05,SD,2020,24,5,27.28
west fork,fire,ungulate ex,2020-08-05,Subshrub,2020,24,0,0.0
west fork,fire,ungulate ex,2020-08-05,Total,2020,24,16,73.67999999999999
west fork,fire,ungulate ex,2020-08-05,VUOC,2020,24,0,0.0
west fork,prairie dog,livestock ex,2017-07-19,AnnGrass,2017,9,0,0.0
west fork,prairie dog,livestock ex,2017-07-19,Brome,2017,9,0,0.0
west fork,prairie dog,livestock ex,2017-07-19,C3,2017,9,9,84.66
west fork,prairie dog,livestock ex,2017-07-19,C4,2017,9,0,0.0
west fork,prairie dog,livestock ex,2017-07-19,Forb,2017,9,0,0.6400000000000006
west fork,prairie dog,livestock ex,2017-07-19,SD,2017,9,0,0.0
west fork,prairie dog,livestock ex,2017-07-19,Subshrub,2017,9,0,0.0
west fork,prairie dog,livestock ex,2017-07-19,Total,2017,9,9,85.3
west fork,prairie dog,livestock ex,2017-07-19,VUOC,2017,9,0,0.0
west fork,prairie dog,livestock ex,2018-08-01,AnnGrass,2018,18,0,0.5
west fork,prairie dog,livestock ex,2018-08-01,Brome,2018,18,0,0.5
west fork,prairie dog,livestock ex,2018-08-01,C3,2018,18,10,103.36
west fork,prairie dog,livestock ex,2018-08-01,C4,2018,18,2,0.88
west fork,prairie dog,livestock ex,2018-08-01,Forb,2018,18,6,25.96
west fork,prairie dog,livestock ex,2018-08-01,SD,2018,18,0,2.92
west fork,prairie dog,livestock ex,2018-08-01,Subshrub,2018,18,0,0.0
west fork,prairie dog,livestock ex,2018-08-01,Total,2018,18,18,133.61999999999998
west fork,prairie dog,livestock ex,2018-08-01,VUOC,2018,18,0,0.0
west fork,prairie dog,livestock ex,2019-08-07,AnnGrass,2019,24,0,0.0
west fork,prairie dog,livestock ex,2019-08-07,Brome,2019,24,0,0.0
west fork,prairie dog,livestock ex,2019-08-07,C3,2019,24,13,0.0
west fork,prairie dog,livestock ex,2019-08-07,C4,2019,24,0,0.0
west fork,prairie dog,livestock ex,2019-08-07,Forb,2019,24,5,41.2
west fork,prairie dog,livestock ex,2019-08-07,SD,2019,24,6,15.2
west fork,prairie dog,livestock ex,2019-08-07,Subshrub,2019,24,0,0.0
west fork,prairie dog,livestock ex,2019-08-07,Total,2019,24,24,56.400000000000006
west fork,prairie dog,livestock ex,2019-08-07,VUOC,2019,24,0,0.0
west fork,prairie dog,livestock ex,2020-08-05,AnnGrass,2020,22,0,0.0
west fork,prairie dog,livestock ex,2020-08-05,Brome,2020,22,0,0.0
west fork,prairie dog,livestock ex,2020-08-05,C3,2020,22,6,56.86
west fork,prairie dog,livestock ex,2020-08-05,C4,2020,22,0,0.0
west fork,prairie dog,livestock ex,2020-08-05,Forb,2020,22,2,6.4
west fork,prairie dog,livestock ex,2020-08-05,SD,2020,22,14,81.8
west fork,prairie dog,livestock ex,2020-08-05,Subshrub,2020,22,0,0.0
west fork,prairie dog,livestock ex,2020-08-05,Total,2020,22,22,145.06
west fork,prairie dog,livestock ex,2020-08-05,VUOC,2020,22,0,0.0
west fork,prairie dog,out,2017-07-19,AnnGrass,2017,21,0,0.020000000000000018
west fork,prairie dog,out,2017-07-19,Brome,2017,21,0,0.0
west fork,prairie dog,out,2017-07-19,C3,2017,21,17,66.67999999999999
west fork,prairie dog,out,2017-07-19,C4,2017,21,1,1.3399999999999999
west fork,prairie dog,out,2017-07-19,Forb,2017,21,3,22.16
west fork,prairie dog,out,2017-07-19,SD,2017,21,0,0.0
west fork,prairie dog,out,2017-07-19,Subshrub,2017,21,0,0.0
west fork,prairie dog,out,2017-07-19,Total,2017,21,21,90.19999999999999
west fork,prairie dog,out,2017-07-19,VUOC,2017,21,0,0.020000000000000018
west fork,prairie dog,out,2018-08-01,AnnGrass,2018,17,0,0.0
west fork,prairie dog,out,2018-08-01,Brome,2018,17,0,0.0
west fork,prairie dog,out,2018-08-01,C3,2018,17,4,96.62
west fork,prairie dog,out,2018-08-01,C4,2018,17,10,5.92
west fork,prairie dog,out,2018-08-01,Forb,2018,17,3,46.68
west fork,prairie dog,out,2018-08-01,SD,2018,17,0,1.28
west fork,prairie dog,out,2018-08-01,Subshrub,2018,17,0,0.1
west fork,prairie dog,out,2018-08-01,Total,2018,17,17,150.6
west fork,prairie dog,out,2018-08-01,VUOC,2018,17,0,0.0
west fork,prairie dog,out,2019-08-07,AnnGrass,2019,26,0,0.4
west fork,prairie dog,out,2019-08-07,Brome,2019,26,0,0.0
west fork,prairie dog,out,2019-08-07,C3,2019,26,15,150.3
west fork,prairie dog,out,2019-08-07,C4,2019,26,0,0.0
west fork,prairie dog,out,2019-08-07,Forb,2019,26,9,50.199999999999996
west fork,prairie dog,out,2019-08-07,SD,2019,26,2,7.1
west fork,prairie dog,out,2019-08-07,Subshrub,2019,26,0,0.0
west fork,prairie dog,out,2019-08-07,Total,2019,26,26,208.00000000000003
west fork,prairie dog,out,2019-08-07,VUOC,2019,26,0,0.4
west fork,prairie dog,out,2020-08-05,AnnGrass,2020,13,0,0.0
west fork,prairie dog,out,2020-08-05,Brome,2020,13,0,0.0
west fork,prairie dog,out,2020-08-05,C3,2020,13,4,33.5
west fork,prairie dog,out,2020-08-05,C4,2020,13,0,0.0
west fork,prairie dog,out,2020-08-05,Forb,2020,13,0,0.7999999999999999
west fork,prairie dog,out,2020-08-05,SD,2020,13,9,79.02
west fork,prairie dog,out,2020-08-05,Subshrub,2020,13,0,0.9
west fork,prairie dog,out,2020-08-05,Total,2020,13,13,114.22
west fork,prairie dog,out,2020-08-05,VUOC,2020,13,0,0.0
west fork,prairie dog,ungulate ex,2017-07-19,AnnGrass,2017,8,0,0.0
west fork,prairie dog,ungulate ex,2017-07-19,Brome,2017,8,0,0.0
west fork,prairie dog,ungulate ex,2017-07-19,C3,2017,8,7,26.080000000000005
west fork,prairie dog,ungulate ex,2017-07-19,C4,2017,8,0,0.3000000000000007
west fork,prairie dog,ungulate ex,2017-07-19,Forb,2017,8,1,14.780000000000001
west fork,prairie dog,ungulate ex,2017-07-19,SD,2017,8,0,0.0
west fork,prairie dog,ungulate ex,2017-07-19,Subshrub,2017,8,0,0.0
west fork,prairie dog,ungulate ex,2017-07-19,Total,2017,8,8,41.16000000000001
west fork,prairie dog,ungulate ex,2017-07-19,VUOC,2017,8,0,0.0
west fork,prairie dog,ungulate ex,2018-08-01,AnnGrass,2018,16,0,0.0
west fork,prairie dog,ungulate ex,2018-08-01,Brome,2018,16,0,0.0
west fork,prairie dog,ungulate ex,2018-08-01,C3,2018,16,10,117.7
west fork,prairie dog,ungulate ex,2018-08-01,C4,2018,16,0,3.22
west fork,prairie dog,ungulate ex,2018-08-01,Forb,2018,16,6,37.82
west fork,prairie dog,ungulate ex,2018-08-01,SD,2018,16,0,6.7
west fork,prairie dog,ungulate ex,2018-08-01,Subshrub,2018,16,0,0.0
west fork,prairie dog,ungulate ex,2018-08-01,Total,2018,16,16,165.44
west fork,prairie dog,ungulate ex,2018-08-01,VUOC,2018,16,0,0.0
west fork,prairie dog,ungulate ex,2019-08-07,AnnGrass,2019,28,0,0.06
west fork,prairie dog,ungulate ex,2019-08-07,Brome,2019,28,0,0.0
west fork,prairie dog,ungulate ex,2019-08-07,C3,2019,28,22,253.7
west fork,prairie dog,ungulate ex,2019-08-07,C4,2019,28,0,0.8
west fork,prairie dog,ungulate ex,2019-08-07,Forb,2019,28,4,40.2
west fork,prairie dog,ungulate ex,2019-08-07,SD,2019,28,2,14.3
west fork,prairie dog,ungulate ex,2019-08-07,Subshrub,2019,28,0,0.0
west fork,prairie dog,ungulate ex,2019-08-07,Total,2019,28,28,309.06
west fork,prairie dog,ungulate ex,2019-08-07,VUOC,2019,28,0,0.06
west fork,prairie dog,ungulate ex,2020-08-05,AnnGrass,2020,46,0,0.0
west fork,prairie dog,ungulate ex,2020-08-05,Brome,2020,46,0,0.0
west fork,prairie dog,ungulate ex,2020-08-05,C3,2020,46,22,63.2
west fork,prairie dog,ungulate ex,2020-08-05,C4,2020,46,0,0.0
west fork,prairie dog,ungulate ex,2020-08-05,Forb,2020,46,0,0.3296
west fork,prairie dog,ungulate ex,2020-08-05,SD,2020,46,24,208.4
west fork,prairie dog,ungulate ex,2020-08-05,Subshrub,2020,46,0,0.0
west fork,prairie dog,ungulate ex,2020-08-05,Total,2020,46,46,271.9296
west fork,prairie dog,ungulate ex,2020-08-05,VUOC,2020,46,0,0.0
wildcat,control,livestock ex,2017-07-18,AnnGrass,2017,23,0,0.0
wildcat,control,livestock ex,2017-07-18,Brome,2017,23,0,0.0
wildcat,control,livestock ex,2017-07-18,C3,2017,23,23,59.379999999999995
wildcat,control,livestock ex,2017-07-18,C4,2017,23,0,10.379999999999999
wildcat,control,livestock ex,2017-07-18,Forb,2017,23,0,1.2200000000000006
wildcat,control,livestock ex,2017-07-18,SD,2017,23,0,0.0
wildcat,control,livestock ex,2017-07-18,Subshrub,2017,23,0,0.0
wildcat,control,livestock ex,2017-07-18,Total,2017,23,23,70.97999999999999
wildcat,control,livestock ex,2017-07-18,VUOC,2017,23,0,0.0
wildcat,control,livestock ex,2018-08-02,AnnGrass,2018,32,0,4.2
wildcat,control,livestock ex,2018-08-02,Brome,2018,32,0,3.3
wildcat,control,livestock ex,2018-08-02,C3,2018,32,24,157.38
wildcat,control,livestock ex,2018-08-02,C4,2018,32,8,48.9
wildcat,control,livestock ex,2018-08-02,Forb,2018,32,0,4.2
wildcat,control,livestock ex,2018-08-02,SD,2018,32,0,27.7
wildcat,control,livestock ex,2018-08-02,Subshrub,2018,32,0,0.0
wildcat,control,livestock ex,2018-08-02,Total,2018,32,32,242.38
wildcat,control,livestock ex,2018-08-02,VUOC,2018,32,0,0.9
wildcat,control,livestock ex,2019-08-05,AnnGrass,2019,47,0,0.06
wildcat,control,livestock ex,2019-08-05,Brome,2019,47,0,0.06
wildcat,control,livestock ex,2019-08-05,C3,2019,47,40,126.9
wildcat,control,livestock ex,2019-08-05,C4,2019,47,5,36.3
wildcat,control,livestock ex,2019-08-05,Forb,2019,47,0,2.9
wildcat,control,livestock ex,2019-08-05,SD,2019,47,2,24.1
wildcat,control,livestock ex,2019-08-05,Subshrub,2019,47,0,0.0
wildcat,control,livestock ex,2019-08-05,Total,2019,47,47,190.26
wildcat,control,livestock ex,2019-08-05,VUOC,2019,47,0,0.0
wildcat,control,livestock ex,2020-08-06,AnnGrass,2020,15,0,0.0618
wildcat,control,livestock ex,2020-08-06,Brome,2020,15,0,0.0218
wildcat,control,livestock ex,2020-08-06,C3,2020,15,11,38.86
wildcat,control,livestock ex,2020-08-06,C4,2020,15,4,11.46
wildcat,control,livestock ex,2020-08-06,Forb,2020,15,0,
wildcat,control,livestock ex,2020-08-06,SD,2020,15,0,18.74
wildcat,control,livestock ex,2020-08-06,Subshrub,2020,15,0,0.0
wildcat,control,livestock ex,2020-08-06,Total,2020,15,15,69.155
wildcat,control,livestock ex,2020-08-06,VUOC,2020,15,0,0.04
wildcat,control,out,2017-07-18,AnnGrass,2017,24,0,0.0
wildcat,control,out,2017-07-18,Brome,2017,24,0,0.0
wildcat,control,out,2017-07-18,C3,2017,24,12,40.26
wildcat,control,out,2017-07-18,C4,2017,24,12,9.899999999999999
wildcat,control,out,2017-07-18,Forb,2017,24,0,1.0399999999999991
wildcat,control,out,2017-07-18,SD,2017,24,0,0.0
wildcat,control,out,2017-07-18,Subshrub,2017,24,0,0.0
wildcat,control,out,2017-07-18,Total,2017,24,24,51.199999999999996
wildcat,control,out,2017-07-18,VUOC,2017,24,0,0.0
wildcat,control,out,2018-08-02,AnnGrass,2018,29,0,0.6
wildcat,control,out,2018-08-02,Brome,2018,29,0,0.22
wildcat,control,out,2018-08-02,C3,2018,29,20,46.22
wildcat,control,out,2018-08-02,C4,2018,29,9,45.54
wildcat,control,out,2018-08-02,Forb,2018,29,0,2.36
wildcat,control,out,2018-08-02,SD,2018,29,0,1.82
wildcat,control,out,2018-08-02,Subshrub,2018,29,0,0.0
wildcat,control,out,2018-08-02,Total,2018,29,29,96.53999999999998
wildcat,control,out,2018-08-02,VUOC,2018,29,0,0.38
wildcat,control,out,2019-08-05,AnnGrass,2019,9,0,0.02
wildcat,control,out,2019-08-05,Brome,2019,9,0,0.02
wildcat,control,out,2019-08-05,C3,2019,9,6,33.7
wildcat,control,out,2019-08-05,C4,2019,9,3,18.1
wildcat,control,out,2019-08-05,Forb,2019,9,0,3.8000000000000003
wildcat,control,out,2019-08-05,SD,2019,9,0,1.1
wildcat,control,out,2019-08-05,Subshrub,2019,9,0,0.0
wildcat,control,out,2019-08-05,Total,2019,9,9,56.72000000000001
wildcat,control,out,2019-08-05,VUOC,2019,9,0,0.0
wildcat,control,out,2020-08-06,AnnGrass,2020,16,0,
wildcat,control,out,2020-08-06,Brome,2020,16,0,0.0
wildcat,control,out,2020-08-06,C3,2020,16,8,28.0
wildcat,control,out,2020-08-06,C4,2020,16,5,6.76
wildcat,control,out,2020-08-06,Forb,2020,16,0,3.6
wildcat,control,out,2020-08-06,SD,2020,16,0,19.9
wildcat,control,out,2020-08-06,Subshrub,2020,16,0,0.0
wildcat,control,out,2020-08-06,Total,2020,16,13,58.26
wildcat,control,out,2020-08-06,VUOC,2020,16,0,
wildcat,control,ungulate ex,2017-07-18,AnnGrass,2017,18,0,0.6400000000000006
wildcat,control,ungulate ex,2017-07-18,Brome,2017,18,0,0.6400000000000006
wildcat,control,ungulate ex,2017-07-18,C3,2017,18,11,116.0
wildcat,control,ungulate ex,2017-07-18,C4,2017,18,7,7.599999999999998
wildcat,control,ungulate ex,2017-07-18,Forb,2017,18,0,1.9400000000000013
wildcat,control,ungulate ex,2017-07-18,SD,2017,18,0,0.0
wildcat,control,ungulate ex,2017-07-18,Subshrub,2017,18,0,0.0
wildcat,control,ungulate ex,2017-07-18,Total,2017,18,18,126.17999999999999
wildcat,control,ungulate ex,2017-07-18,VUOC,2017,18,0,0.0
wildcat,control,ungulate ex,2018-08-02,AnnGrass,2018,16,1,9.3
wildcat,control,ungulate ex,2018-08-02,Brome,2018,16,1,8.16
wildcat,control,ungulate ex,2018-08-02,C3,2018,16,3,30.26
wildcat,control,ungulate ex,2018-08-02,C4,2018,16,8,39.5
wildcat,control,ungulate ex,2018-08-02,Forb,2018,16,0,13.4
wildcat,control,ungulate ex,2018-08-02,SD,2018,16,4,8.12
wildcat,control,ungulate ex,2018-08-02,Subshrub,2018,16,0,0.0
wildcat,control,ungulate ex,2018-08-02,Total,2018,16,16,100.58000000000001
wildcat,control,ungulate ex,2018-08-02,VUOC,2018,16,0,1.14
wildcat,control,ungulate ex,2019-08-05,AnnGrass,2019,10,0,0.4
wildcat,control,ungulate ex,2019-08-05,Brome,2019,10,0,0.4
wildcat,control,ungulate ex,2019-08-05,C3,2019,10,0,0.6
wildcat,control,ungulate ex,2019-08-05,C4,2019,10,0,0.0
wildcat,control,ungulate ex,2019-08-05,Forb,2019,10,0,0.8
wildcat,control,ungulate ex,2019-08-05,SD,2019,10,0,0.0
wildcat,control,ungulate ex,2019-08-05,Subshrub,2019,10,10,25.1
wildcat,control,ungulate ex,2019-08-05,Total,2019,10,10,26.900000000000002
wildcat,control,ungulate ex,2019-08-05,VUOC,2019,10,0,0.0
wildcat,control,ungulate ex,2020-08-06,AnnGrass,2020,9,0,1.1
wildcat,control,ungulate ex,2020-08-06,Brome,2020,9,0,1.1
wildcat,control,ungulate ex,2020-08-06,C3,2020,9,4,21.2
wildcat,control,ungulate ex,2020-08-06,C4,2020,9,2,10.2
wildcat,control,ungulate ex,2020-08-06,Forb,2020,9,0,1.16
wildcat,control,ungulate ex,2020-08-06,SD,2020,9,3,26.3
wildcat,control,ungulate ex,2020-08-06,Subshrub,2020,9,0,0.0
wildcat,control,ungulate ex,2020-08-06,Total,2020,9,9,59.96000000000001
wildcat,control,ungulate ex,2020-08-06,VUOC,2020,9,0,0.0
wildcat,fire,livestock ex,2017-07-18,AnnGrass,2017,19,0,0.6600000000000001
wildcat,fire,livestock ex,2017-07-18,Brome,2017,19,0,0.33999999999999986
wildcat,fire,livestock ex,2017-07-18,C3,2017,19,1,63.88
wildcat,fire,livestock ex,2017-07-18,C4,2017,19,18,30.800000000000004
wildcat,fire,livestock ex,2017-07-18,Forb,2017,19,0,1.0
wildcat,fire,livestock ex,2017-07-18,SD,2017,19,0,0.0
wildcat,fire,livestock ex,2017-07-18,Subshrub,2017,19,0,0.0
wildcat,fire,livestock ex,2017-07-18,Total,2017,19,19,96.34
wildcat,fire,livestock ex,2017-07-18,VUOC,2017,19,0,0.3200000000000003
wildcat,fire,livestock ex,2018-08-06,AnnGrass,2018,50,17,77.60000000000001
wildcat,fire,livestock ex,2018-08-06,Brome,2018,50,12,74.76
wildcat,fire,livestock ex,2018-08-06,C3,2018,50,17,108.12
wildcat,fire,livestock ex,2018-08-06,C4,2018,50,16,71.78
wildcat,fire,livestock ex,2018-08-06,Forb,2018,50,0,5.8
wildcat,fire,livestock ex,2018-08-06,SD,2018,50,0,26.52
wildcat,fire,livestock ex,2018-08-06,Subshrub,2018,50,0,0.0
wildcat,fire,livestock ex,2018-08-06,Total,2018,50,50,289.82
wildcat,fire,livestock ex,2018-08-06,VUOC,2018,50,5,2.84
wildcat,fire,livestock ex,2019-08-05,AnnGrass,2019,35,6,23.04
wildcat,fire,livestock ex,2019-08-05,Brome,2019,35,6,23.0
wildcat,fire,livestock ex,2019-08-05,C3,2019,35,6,112.7
wildcat,fire,livestock ex,2019-08-05,C4,2019,35,7,33.0
wildcat,fire,livestock ex,2019-08-05,Forb,2019,35,3,11.3
wildcat,fire,livestock ex,2019-08-05,SD,2019,35,13,85.1
wildcat,fire,livestock ex,2019-08-05,Subshrub,2019,35,0,0.0
wildcat,fire,livestock ex,2019-08-05,Total,2019,35,35,265.14
wildcat,fire,livestock ex,2019-08-05,VUOC,2019,35,0,0.04
wildcat,fire,livestock ex,2020-08-06,AnnGrass,2020,22,1,7.103199999999999
wildcat,fire,livestock ex,2020-08-06,Brome,2020,22,1,7.1
wildcat,fire,livestock ex,2020-08-06,C3,2020,22,4,27.6
wildcat,fire,livestock ex,2020-08-06,C4,2020,22,7,20.4
wildcat,fire,livestock ex,2020-08-06,Forb,2020,22,0,0.1
wildcat,fire,livestock ex,2020-08-06,SD,2020,22,10,75.68
wildcat,fire,livestock ex,2020-08-06,Subshrub,2020,22,0,0.0
wildcat,fire,livestock ex,2020-08-06,Total,2020,22,22,130.88320000000002
wildcat,fire,livestock ex,2020-08-06,VUOC,2020,22,0,0.0032
wildcat,fire,out,2017-07-18,AnnGrass,2017,11,0,0.41999999999999815
wildcat,fire,out,2017-07-18,Brome,2017,11,0,0.41999999999999815
wildcat,fire,out,2017-07-18,C3,2017,11,11,120.41999999999999
wildcat,fire,out,2017-07-18,C4,2017,11,0,2.6400000000000006
wildcat,fire,out,2017-07-18,Forb,2017,11,0,0.0
wildcat,fire,out,2017-07-18,SD,2017,11,0,0.0
wildcat,fire,out,2017-07-18,Subshrub,2017,11,0,0.6000000000000014
wildcat,fire,out,2017-07-18,Total,2017,11,11,124.07999999999998
wildcat,fire,out,2017-07-18,VUOC,2017,11,0,0.0
wildcat,fire,out,2018-08-06,AnnGrass,2018,24,14,19.439999999999998
wildcat,fire,out,2018-08-06,Brome,2018,24,6,6.16
wildcat,fire,out,2018-08-06,C3,2018,24,7,260.28
wildcat,fire,out,2018-08-06,C4,2018,24,3,16.74
wildcat,fire,out,2018-08-06,Forb,2018,24,0,1.86
wildcat,fire,out,2018-08-06,SD,2018,24,0,19.26
wildcat,fire,out,2018-08-06,Subshrub,2018,24,0,0.0
wildcat,fire,out,2018-08-06,Total,2018,24,24,317.58
wildcat,fire,out,2018-08-06,VUOC,2018,24,8,13.28
wildcat,fire,out,2019-08-05,AnnGrass,2019,33,17,34.300000000000004
wildcat,fire,out,2019-08-05,Brome,2019,33,17,33.7
wildcat,fire,out,2019-08-05,C3,2019,33,8,86.6
wildcat,fire,out,2019-08-05,C4,2019,33,6,42.7
wildcat,fire,out,2019-08-05,Forb,2019,33,2,2.6
wildcat,fire,out,2019-08-05,SD,2019,33,0,36.9
wildcat,fire,out,2019-08-05,Subshrub,2019,33,0,0.0
wildcat,fire,out,2019-08-05,Total,2019,33,33,203.1
wildcat,fire,out,2019-08-05,VUOC,2019,33,0,0.6
wildcat,fire,out,2020-08-06,AnnGrass,2020,22,1,12.88
wildcat,fire,out,2020-08-06,Brome,2020,22,1,12.88
wildcat,fire,out,2020-08-06,C3,2020,22,4,21.4
wildcat,fire,out,2020-08-06,C4,2020,22,7,10.4
wildcat,fire,out,2020-08-06,Forb,2020,22,0,0.0
wildcat,fire,out,2020-08-06,SD,2020,22,0,15.84
wildcat,fire,out,2020-08-06,Subshrub,2020,22,0,0.0
wildcat,fire,out,2020-08-06,Total,2020,22,22,60.52
wildcat,fire,out,2020-08-06,VUOC,2020,22,0,0.0
wildcat,fire,ungulate ex,2017-07-18,AnnGrass,2017,22,0,0.3000000000000007
wildcat,fire,ungulate ex,2017-07-18,Brome,2017,22,0,0.3000000000000007
wildcat,fire,ungulate ex,2017-07-18,C3,2017,22,22,120.72
wildcat,fire,ungulate ex,2017-07-18,C4,2017,22,0,0.0
wildcat,fire,ungulate ex,2017-07-18,Forb,2017,22,0,0.2400000000000002
wildcat,fire,ungulate ex,2017-07-18,SD,2017,22,0,0.0
wildcat,fire,ungulate ex,2017-07-18,Subshrub,2017,22,0,0.0
wildcat,fire,ungulate ex,2017-07-18,Total,2017,22,22,121.25999999999999
wildcat,fire,ungulate ex,2017-07-18,VUOC,2017,22,0,0.0
wildcat,fire,ungulate ex,2018-08-06,AnnGrass,2018,12,1,76.94
wildcat,fire,ungulate ex,2018-08-06,Brome,2018,12,1,76.88
wildcat,fire,ungulate ex,2018-08-06,C3,2018,12,9,400.2
wildcat,fire,ungulate ex,2018-08-06,C4,2018,12,0,0.0
wildcat,fire,ungulate ex,2018-08-06,Forb,2018,12,0,3.58
wildcat,fire,ungulate ex,2018-08-06,SD,2018,12,2,60.46
wildcat,fire,ungulate ex,2018-08-06,Subshrub,2018,12,0,0.0
wildcat,fire,ungulate ex,2018-08-06,Total,2018,12,12,541.18
wildcat,fire,ungulate ex,2018-08-06,VUOC,2018,12,0,0.06
wildcat,fire,ungulate ex,2019-08-05,AnnGrass,2019,41,7,11.1
wildcat,fire,ungulate ex,2019-08-05,Brome,2019,41,5,10.2
wildcat,fire,ungulate ex,2019-08-05,C3,2019,41,11,220.2
wildcat,fire,ungulate ex,2019-08-05,C4,2019,41,1,2.9
wildcat,fire,ungulate ex,2019-08-05,Forb,2019,41,4,18.0
wildcat,fire,ungulate ex,2019-08-05,SD,2019,41,18,116.1
wildcat,fire,ungulate ex,2019-08-05,Subshrub,2019,41,0,0.0
wildcat,fire,ungulate ex,2019-08-05,Total,2019,41,41,368.29999999999995
wildcat,fire,ungulate ex,2019-08-05,VUOC,2019,41,2,0.9
wildcat,fire,ungulate ex,2020-08-06,AnnGrass,2020,16,4,3.5
wildcat,fire,ungulate ex,2020-08-06,Brome,2020,16,4,3.5
wildcat,fire,ungulate ex,2020-08-06,C3,2020,16,7,80.04
wildcat,fire,ungulate ex,2020-08-06,C4,2020,16,0,0.0
wildcat,fire,ungulate ex,2020-08-06,Forb,2020,16,0,0.0
wildcat,fire,ungulate ex,2020-08-06,SD,2020,16,5,20.52
wildcat,fire,ungulate ex,2020-08-06,Subshrub,2020,16,0,0.0
wildcat,fire,ungulate ex,2020-08-06,Total,2020,16,16,104.06
wildcat,fire,ungulate ex,2020-08-06,VUOC,2020,16,0,0.0
wildcat,prairie dog,livestock ex,2017-07-18,AnnGrass,2017,3,0,0.0
wildcat,prairie dog,livestock ex,2017-07-18,Brome,2017,3,0,0.0
wildcat,prairie dog,livestock ex,2017-07-18,C3,2017,3,3,29.080000000000005
