index,model,numb_vars,formula,project,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean|,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_mean,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
927,Project,6,np.log(bm) ~ dfi + satvi + ndii7 + swir1 + bai_126 + bai_236 + dfi:satvi + dfi:ndii7 + dfi:swir1 + dfi:bai_126 + dfi:bai_236 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + satvi:bai_236 + ndii7:swir1 + ndii7:bai_126 + ndii7:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.458,0.2906,82.497,149.89,79.3361,0.1474,0.486,0.2572,0.9843,,48.8599,0.3625,0.1109,0.4775,0.1558,0.0845,0.0276,149.89,0.4845,0.1474,109.0192,202.8815,0.3535,0.1584,0.6578
928,Project,6,np.log(bm) ~ dfi + satvi + ndii7 + swir2 + bai_126 + bai_236 + dfi:satvi + dfi:ndii7 + dfi:swir2 + dfi:bai_126 + dfi:bai_236 + satvi:ndii7 + satvi:swir2 + satvi:bai_126 + satvi:bai_236 + ndii7:swir2 + ndii7:bai_126 + ndii7:bai_236 + swir2:bai_126 + swir2:bai_236 + bai_126:bai_236,FIRE,0.4378,0.2641,85.7897,164.7571,107.7935,0.1693,0.5342,0.3495,1.2191,,59.9881,0.3647,0.1168,0.4898,0.1684,0.0867,0.0298,164.7571,0.5313,0.1693,113.7799,230.7905,0.3689,0.1945,0.7483
929,Project,6,np.log(bm) ~ dfi + satvi + nir + swir1 + bai_126 + bai_236 + dfi:satvi + dfi:nir + dfi:swir1 + dfi:bai_126 + dfi:bai_236 + satvi:nir + satvi:swir1 + satvi:bai_126 + satvi:bai_236 + nir:swir1 + nir:bai_126 + nir:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.4527,0.2836,83.3749,118.8348,29.1751,0.0425,0.3853,0.0946,0.5184,,23.4512,0.3329,0.0884,0.4274,0.1137,0.0756,0.0201,118.8348,0.3863,0.0425,92.4495,131.4548,0.2997,0.076,0.4262
930,Project,6,np.log(bm) ~ dfi + satvi + nir + swir1 + bai_126 + bai_246 + dfi:satvi + dfi:nir + dfi:swir1 + dfi:bai_126 + dfi:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_126 + satvi:bai_246 + nir:swir1 + nir:bai_126 + nir:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.4024,0.2179,91.2748,268.1083,290.8482,0.4134,0.8693,0.943,2.7493,,94.3347,0.3726,0.1112,0.5232,0.2082,0.0926,0.0368,268.1083,0.8579,0.4134,139.0821,326.1657,0.4509,0.3059,1.0575
931,Project,6,np.log(bm) ~ dfi + satvi + nir + swir1 + bai_236 + bai_246 + dfi:satvi + dfi:nir + dfi:swir1 + dfi:bai_236 + dfi:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_236 + satvi:bai_246 + nir:swir1 + nir:bai_236 + nir:bai_246 + swir1:bai_236 + swir1:bai_246 + bai_236:bai_246,FIRE,0.4428,0.2708,84.9735,148.575,48.6567,0.0967,0.4817,0.1578,0.7929,,31.5876,0.363,0.0826,0.4694,0.0982,0.0831,0.0174,148.575,0.4815,0.0967,109.5967,170.4698,0.3553,0.1024,0.5527
932,Project,6,np.log(bm) ~ dfi + satvi + nir + swir2 + bai_126 + bai_236 + dfi:satvi + dfi:nir + dfi:swir2 + dfi:bai_126 + dfi:bai_236 + satvi:nir + satvi:swir2 + satvi:bai_126 + satvi:bai_236 + nir:swir2 + nir:bai_126 + nir:bai_236 + swir2:bai_126 + swir2:bai_236 + bai_126:bai_236,FIRE,0.449,0.2788,83.976,120.2761,28.1213,0.055,0.39,0.0912,0.5313,,23.1311,0.3197,0.077,0.4159,0.0995,0.0736,0.0176,120.2761,0.3906,0.055,90.8467,131.2017,0.2946,0.075,0.4254
933,Project,6,np.log(bm) ~ dfi + satvi + nir + swir2 + bai_126 + bai_246 + dfi:satvi + dfi:nir + dfi:swir2 + dfi:bai_126 + dfi:bai_246 + satvi:nir + satvi:swir2 + satvi:bai_126 + satvi:bai_246 + nir:swir2 + nir:bai_126 + nir:bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,FIRE,0.4119,0.2302,89.8443,209.1735,176.7837,0.3207,0.6782,0.5732,1.809,,78.7826,0.3616,0.1344,0.495,0.2023,0.0876,0.0358,209.1735,0.6726,0.3207,126.8216,279.8909,0.4112,0.2554,0.9075
934,Project,6,np.log(bm) ~ dfi + satvi + nir + swir2 + bai_236 + bai_246 + dfi:satvi + dfi:nir + dfi:swir2 + dfi:bai_236 + dfi:bai_246 + satvi:nir + satvi:swir2 + satvi:bai_236 + satvi:bai_246 + nir:swir2 + nir:bai_236 + nir:bai_246 + swir2:bai_236 + swir2:bai_246 + bai_236:bai_246,FIRE,0.4792,0.3183,78.909,146.0333,76.3587,0.1339,0.4735,0.2476,0.967,,53.1431,0.3396,0.1064,0.4289,0.1087,0.0759,0.0192,146.0333,0.4712,0.1339,108.527,214.3677,0.3519,0.1723,0.695
935,Project,6,np.log(bm) ~ dfi + satvi + nir + bai_126 + bai_236 + bai_246 + dfi:satvi + dfi:nir + dfi:bai_126 + dfi:bai_236 + dfi:bai_246 + satvi:nir + satvi:bai_126 + satvi:bai_236 + satvi:bai_246 + nir:bai_126 + nir:bai_236 + nir:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,FIRE,0.458,0.2906,82.4957,115.5129,24.1943,0.0847,0.3745,0.0784,0.4801,,18.9816,0.3045,0.0705,0.3987,0.0917,0.0706,0.0162,115.5129,0.3757,0.0847,86.9856,114.4176,0.282,0.0615,0.371
936,Project,6,np.log(bm) ~ dfi + satvi + swir1 + bai_126 + bai_236 + bai_246 + dfi:satvi + dfi:swir1 + dfi:bai_126 + dfi:bai_236 + dfi:bai_246 + satvi:swir1 + satvi:bai_126 + satvi:bai_236 + satvi:bai_246 + swir1:bai_126 + swir1:bai_236 + swir1:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,FIRE,0.4556,0.2874,82.8975,141.9112,72.0318,0.1097,0.4601,0.2335,0.9005,,46.6919,0.3458,0.1083,0.4441,0.1347,0.0786,0.0238,141.9112,0.4591,0.1097,104.7723,193.3052,0.3397,0.1514,0.6268
937,Project,6,np.log(bm) ~ dfi + satvi + swir2 + bai_126 + bai_236 + bai_246 + dfi:satvi + dfi:swir2 + dfi:bai_126 + dfi:bai_236 + dfi:bai_246 + satvi:swir2 + satvi:bai_126 + satvi:bai_236 + satvi:bai_246 + swir2:bai_126 + swir2:bai_236 + swir2:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,FIRE,0.4396,0.2666,85.4897,153.9651,92.1041,0.1185,0.4992,0.2986,1.0782,,53.9732,0.3447,0.1134,0.4502,0.1366,0.0797,0.0242,153.9651,0.4971,0.1185,107.4268,212.0979,0.3483,0.175,0.6877
938,Project,6,np.log(bm) ~ dfi + ndii7 + nir + swir1 + bai_126 + bai_136 + dfi:ndii7 + dfi:nir + dfi:swir1 + dfi:bai_126 + dfi:bai_136 + ndii7:nir + ndii7:swir1 + ndii7:bai_126 + ndii7:bai_136 + nir:swir1 + nir:bai_126 + nir:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.4173,0.2373,89.0119,171.5961,122.7072,0.233,0.5564,0.3979,1.3373,,67.2745,0.3429,0.1104,0.4619,0.1668,0.0817,0.0295,171.5961,0.5523,0.233,116.7756,249.2415,0.3786,0.2181,0.8081
939,Project,6,np.log(bm) ~ dfi + ndii7 + nir + swir1 + bai_126 + bai_236 + dfi:ndii7 + dfi:nir + dfi:swir1 + dfi:bai_126 + dfi:bai_236 + ndii7:nir + ndii7:swir1 + ndii7:bai_126 + ndii7:bai_236 + nir:swir1 + nir:bai_126 + nir:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.3928,0.2053,92.7167,194.3796,128.5943,0.2206,0.6302,0.4169,1.4093,,62.7564,0.3537,0.1116,0.4831,0.1554,0.0855,0.0275,194.3796,0.6284,0.2206,120.3542,240.3098,0.3902,0.2035,0.7792
940,Project,6,np.log(bm) ~ dfi + ndii7 + nir + swir2 + bai_126 + bai_136 + dfi:ndii7 + dfi:nir + dfi:swir2 + dfi:bai_126 + dfi:bai_136 + ndii7:nir + ndii7:swir2 + ndii7:bai_126 + ndii7:bai_136 + nir:swir2 + nir:bai_126 + nir:bai_136 + swir2:bai_126 + swir2:bai_136 + bai_126:bai_136,FIRE,0.4083,0.2256,90.3847,163.5513,85.2851,0.2155,0.5303,0.2765,0.9722,,54.3137,0.3522,0.117,0.4725,0.1457,0.0836,0.0258,163.5513,0.5303,0.2155,112.2882,214.1475,0.3641,0.1761,0.6943
941,Project,6,np.log(bm) ~ dfi + ndii7 + nir + swir2 + bai_126 + bai_236 + dfi:ndii7 + dfi:nir + dfi:swir2 + dfi:bai_126 + dfi:bai_236 + ndii7:nir + ndii7:swir2 + ndii7:bai_126 + ndii7:bai_236 + nir:swir2 + nir:bai_126 + nir:bai_236 + swir2:bai_126 + swir2:bai_236 + bai_126:bai_236,FIRE,0.4123,0.2308,89.7723,158.9637,87.8644,0.1869,0.5154,0.2849,1.0052,,55.7709,0.3482,0.122,0.4564,0.1471,0.0808,0.026,158.9637,0.5142,0.1869,110.3387,215.4118,0.3578,0.1808,0.6984
942,Project,6,np.log(bm) ~ dfi + nir + swir1 + bai_126 + bai_136 + bai_246 + dfi:nir + dfi:swir1 + dfi:bai_126 + dfi:bai_136 + dfi:bai_246 + nir:swir1 + nir:bai_126 + nir:bai_136 + nir:bai_246 + swir1:bai_126 + swir1:bai_136 + swir1:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.433,0.2579,86.5546,155.5972,84.504,0.1958,0.5045,0.274,1.0335,,53.6587,0.3404,0.1028,0.4567,0.1475,0.0808,0.0261,155.5972,0.5026,0.1958,110.272,214.8859,0.3575,0.174,0.6967
943,Project,6,np.log(bm) ~ dfi + nir + swir1 + bai_126 + bai_236 + bai_246 + dfi:nir + dfi:swir1 + dfi:bai_126 + dfi:bai_236 + dfi:bai_246 + nir:swir1 + nir:bai_126 + nir:bai_236 + nir:bai_246 + swir1:bai_126 + swir1:bai_236 + swir1:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,FIRE,0.4143,0.2334,89.4754,164.0431,80.839,0.1611,0.5319,0.2621,1.0039,,47.368,0.3541,0.107,0.4629,0.1346,0.0819,0.0238,164.0431,0.5319,0.1611,111.5918,201.2529,0.3618,0.1536,0.6525
944,Project,6,np.log(bm) ~ dfi + nir + swir2 + bai_126 + bai_136 + bai_246 + dfi:nir + dfi:swir2 + dfi:bai_126 + dfi:bai_136 + dfi:bai_246 + nir:swir2 + nir:bai_126 + nir:bai_136 + nir:bai_246 + swir2:bai_126 + swir2:bai_136 + swir2:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.4343,0.2597,86.3357,148.4096,73.5838,0.169,0.4812,0.2386,0.9461,,49.2713,0.3488,0.1032,0.4501,0.1328,0.0796,0.0235,148.4096,0.4797,0.169,110.1716,206.653,0.3572,0.1598,0.67
945,Project,6,np.log(bm) ~ dfi + nir + swir2 + bai_126 + bai_236 + bai_246 + dfi:nir + dfi:swir2 + dfi:bai_126 + dfi:bai_236 + dfi:bai_246 + nir:swir2 + nir:bai_126 + nir:bai_236 + nir:bai_246 + swir2:bai_126 + swir2:bai_236 + swir2:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,FIRE,0.4381,0.2645,85.744,147.0618,67.5386,0.1493,0.4768,0.219,0.9007,,46.9257,0.3515,0.1042,0.45,0.1235,0.0796,0.0219,147.0618,0.4758,0.1493,109.2454,200.4298,0.3542,0.1521,0.6499
946,Project,6,np.log(bm) ~ ndvi + ndti + satvi + nir + swir1 + bai_126 + ndvi:ndti + ndvi:satvi + ndvi:nir + ndvi:swir1 + ndvi:bai_126 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_126 + satvi:nir + satvi:swir1 + satvi:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.4382,0.2647,85.718,194.965,161.1876,0.2571,0.6321,0.5226,1.6707,,71.3208,0.3656,0.1086,0.4786,0.1794,0.0847,0.0317,194.965,0.6254,0.2571,124.5161,265.6917,0.4037,0.2312,0.8615
947,Project,6,np.log(bm) ~ ndvi + ndti + satvi + nir + swir1 + bai_246 + ndvi:ndti + ndvi:satvi + ndvi:nir + ndvi:swir1 + ndvi:bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,FIRE,0.4553,0.2871,82.9423,237.6813,248.1776,0.3509,0.7706,0.8047,2.3748,,107.8845,0.3833,0.1476,0.5168,0.2321,0.0914,0.0411,237.6813,0.7609,0.3509,141.3781,355.3329,0.4584,0.3498,1.1521
948,Project,6,np.log(bm) ~ ndvi + ndti + satvi + nir + bai_126 + bai_246 + ndvi:ndti + ndvi:satvi + ndvi:nir + ndvi:bai_126 + ndvi:bai_246 + ndti:satvi + ndti:nir + ndti:bai_126 + ndti:bai_246 + satvi:nir + satvi:bai_126 + satvi:bai_246 + nir:bai_126 + nir:bai_246 + bai_126:bai_246,FIRE,0.4309,0.2552,86.8803,137.6614,49.7542,0.1465,0.4463,0.1613,0.7458,,34.054,0.3308,0.0734,0.4313,0.1037,0.0763,0.0183,137.6614,0.4441,0.1465,101.4293,167.6738,0.3289,0.1104,0.5436
949,Project,6,np.log(bm) ~ ndvi + ndti + satvi + swir1 + bai_126 + bai_246 + ndvi:ndti + ndvi:satvi + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_246 + ndti:satvi + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + satvi:swir1 + satvi:bai_126 + satvi:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.3942,0.2071,92.508,472.9361,712.4518,0.7812,1.5334,2.31,6.1506,,210.6569,0.3839,0.1464,0.547,0.2929,0.0968,0.0518,472.9361,1.5037,0.7812,194.7295,615.0193,0.6314,0.683,1.9941
950,Project,6,np.log(bm) ~ ndvi + ndti + nir + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:nir + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + nir:swir1 + nir:bai_126 + nir:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.463,0.2972,81.6502,139.7741,68.5334,0.1308,0.4532,0.2222,0.8899,,50.7619,0.3293,0.102,0.4214,0.1141,0.0746,0.0202,139.7741,0.4514,0.1308,103.5589,203.6044,0.3358,0.1646,0.6601
951,Project,6,np.log(bm) ~ ndvi + ndti + nir + swir1 + bai_126 + bai_246 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_246 + ndti:nir + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + nir:swir1 + nir:bai_126 + nir:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.4138,0.2327,89.5546,178.0237,131.5417,0.2473,0.5772,0.4265,1.423,,62.8768,0.3366,0.1064,0.4566,0.1711,0.0808,0.0303,178.0237,0.572,0.2473,114.4896,239.0652,0.3712,0.2039,0.7751
952,Project,6,np.log(bm) ~ ndvi + ndti + nir + swir1 + bai_136 + bai_246 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndvi:bai_246 + ndti:nir + ndti:swir1 + ndti:bai_136 + ndti:bai_246 + nir:swir1 + nir:bai_136 + nir:bai_246 + swir1:bai_136 + swir1:bai_246 + bai_136:bai_246,FIRE,0.4493,0.2792,83.9277,137.2216,62.3989,0.1544,0.4449,0.2023,0.8219,,45.6064,0.3424,0.0945,0.426,0.13,0.0754,0.023,137.2216,0.4422,0.1544,107.6925,195.0278,0.3492,0.1479,0.6323
953,Project,6,np.log(bm) ~ ndvi + ndti + nir + bai_126 + bai_136 + bai_246 + ndvi:ndti + ndvi:nir + ndvi:bai_126 + ndvi:bai_136 + ndvi:bai_246 + ndti:nir + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + nir:bai_126 + nir:bai_136 + nir:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.4615,0.2953,81.9007,138.5435,54.8582,0.1224,0.4492,0.1779,0.7861,,41.3599,0.3323,0.0878,0.414,0.0983,0.0733,0.0174,138.5435,0.4485,0.1224,104.9681,185.819,0.3403,0.1341,0.6025
954,Project,6,np.log(bm) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + bai_246 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndvi:bai_246 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + swir1:bai_126 + swir1:bai_136 + swir1:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.4639,0.2983,81.5124,145.5183,77.3909,0.124,0.4718,0.2509,0.9628,,49.2262,0.324,0.0892,0.4114,0.1059,0.0728,0.0187,145.5183,0.4698,0.124,105.5748,201.8619,0.3423,0.1596,0.6545
955,Project,6,np.log(bm) ~ ndvi + satvi + nir + swir1 + bai_126 + bai_246 + ndvi:satvi + ndvi:nir + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_126 + satvi:bai_246 + nir:swir1 + nir:bai_126 + nir:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.4686,0.3044,80.7217,142.709,77.9659,0.132,0.4627,0.2528,0.9531,,47.909,0.3228,0.0952,0.413,0.1203,0.0731,0.0213,142.709,0.4592,0.132,103.1855,197.9538,0.3346,0.1553,0.6418
956,Project,6,np.log(bm) ~ ndvi + satvi + nir + swir2 + bai_126 + bai_246 + ndvi:satvi + ndvi:nir + ndvi:swir2 + ndvi:bai_126 + ndvi:bai_246 + satvi:nir + satvi:swir2 + satvi:bai_126 + satvi:bai_246 + nir:swir2 + nir:bai_126 + nir:bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,FIRE,0.4707,0.3072,80.3582,149.111,83.6229,0.1582,0.4835,0.2711,1.019,,54.8425,0.3235,0.1093,0.4214,0.1421,0.0746,0.0251,149.111,0.4795,0.1582,106.157,215.5392,0.3442,0.1778,0.6988
957,Project,6,np.log(bm) ~ ndvi + nir + swir1 + bai_126 + bai_136 + bai_246 + ndvi:nir + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndvi:bai_246 + nir:swir1 + nir:bai_126 + nir:bai_136 + nir:bai_246 + swir1:bai_126 + swir1:bai_136 + swir1:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.4579,0.2904,82.5158,137.2798,59.067,0.1174,0.4451,0.1915,0.8172,,37.2355,0.3179,0.0768,0.4082,0.0908,0.0722,0.0161,137.2798,0.4441,0.1174,98.6233,170.9589,0.3198,0.1207,0.5543
958,Project,6,np.log(bm) ~ ndvi + nir + swir2 + bai_126 + bai_136 + bai_246 + ndvi:nir + ndvi:swir2 + ndvi:bai_126 + ndvi:bai_136 + ndvi:bai_246 + nir:swir2 + nir:bai_126 + nir:bai_136 + nir:bai_246 + swir2:bai_126 + swir2:bai_136 + swir2:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.4653,0.3002,81.2659,147.9689,47.7802,0.1293,0.4798,0.1549,0.7692,,34.0645,0.3521,0.0679,0.4572,0.0693,0.0809,0.0123,147.9689,0.4794,0.1293,107.7054,172.0475,0.3492,0.1104,0.5578
959,Project,6,np.log(bm) ~ ndti + satvi + ndii7 + nir + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:nir + satvi:swir1 + satvi:bai_126 + ndii7:nir + ndii7:swir1 + ndii7:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.4149,0.2342,89.3798,137.7927,49.6736,0.153,0.4468,0.1611,0.7444,,33.3965,0.3671,0.0926,0.4614,0.1224,0.0816,0.0217,137.7927,0.4467,0.153,106.8744,169.6939,0.3465,0.1083,0.5502
960,Project,6,np.log(bm) ~ ndti + satvi + ndii7 + nir + swir1 + bai_236 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + ndti:bai_236 + satvi:ndii7 + satvi:nir + satvi:swir1 + satvi:bai_236 + ndii7:nir + ndii7:swir1 + ndii7:bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,FIRE,0.4656,0.3006,81.2128,152.7237,83.0466,0.1754,0.4952,0.2693,1.0309,,49.8298,0.356,0.096,0.4635,0.1304,0.082,0.0231,152.7237,0.4923,0.1754,111.915,210.7623,0.3629,0.1616,0.6834
961,Project,6,np.log(bm) ~ ndti + satvi + ndii7 + nir + bai_126 + bai_236 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:bai_126 + ndti:bai_236 + satvi:ndii7 + satvi:nir + satvi:bai_126 + satvi:bai_236 + ndii7:nir + ndii7:bai_126 + ndii7:bai_236 + nir:bai_126 + nir:bai_236 + bai_126:bai_236,FIRE,0.4727,0.3099,80.0111,117.2243,30.225,0.0639,0.3801,0.098,0.5393,,22.5962,0.3143,0.0717,0.3903,0.0869,0.0691,0.0154,117.2243,0.3803,0.0639,91.4816,127.414,0.2966,0.0733,0.4131
962,Project,6,np.log(bm) ~ ndti + satvi + ndii7 + swir1 + bai_126 + bai_236 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + ndti:bai_236 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + satvi:bai_236 + ndii7:swir1 + ndii7:bai_126 + ndii7:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.453,0.284,83.3213,144.9613,80.6575,0.1211,0.47,0.2615,0.9703,,53.1802,0.3477,0.1142,0.4416,0.1429,0.0781,0.0253,144.9613,0.468,0.1211,108.5844,209.7263,0.3521,0.1724,0.68
963,Project,6,np.log(bm) ~ ndti + satvi + nir + swir1 + bai_126 + bai_236 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_126 + ndti:bai_236 + satvi:nir + satvi:swir1 + satvi:bai_126 + satvi:bai_236 + nir:swir1 + nir:bai_126 + nir:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.4267,0.2497,87.5381,145.1423,76.9416,0.1081,0.4706,0.2495,0.9406,,46.5739,0.3402,0.0969,0.4434,0.1257,0.0785,0.0222,145.1423,0.4683,0.1081,104.7748,192.4476,0.3397,0.151,0.624
964,Project,6,np.log(bm) ~ ndti + satvi + nir + swir1 + bai_126 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_126 + satvi:bai_246 + nir:swir1 + nir:bai_126 + nir:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.4348,0.2603,86.2566,173.2075,116.4753,0.2327,0.5616,0.3776,1.3067,,54.0216,0.3541,0.0924,0.4703,0.1561,0.0832,0.0276,173.2075,0.5577,0.2327,115.7185,221.6482,0.3752,0.1752,0.7186
965,Project,6,np.log(bm) ~ ndti + satvi + nir + swir1 + bai_236 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_236 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_236 + satvi:bai_246 + nir:swir1 + nir:bai_236 + nir:bai_246 + swir1:bai_236 + swir1:bai_246 + bai_236:bai_246,FIRE,0.4572,0.2896,82.6266,152.7736,69.176,0.1644,0.4953,0.2243,0.937,,46.7439,0.3561,0.1019,0.4656,0.1221,0.0824,0.0216,152.7736,0.4943,0.1644,112.3463,204.0086,0.3643,0.1516,0.6615
966,Project,6,np.log(bm) ~ ndti + satvi + nir + bai_126 + bai_236 + bai_246 + ndti:satvi + ndti:nir + ndti:bai_126 + ndti:bai_236 + ndti:bai_246 + satvi:nir + satvi:bai_126 + satvi:bai_236 + satvi:bai_246 + nir:bai_126 + nir:bai_236 + nir:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,FIRE,0.4643,0.2988,81.4477,130.1483,48.7839,0.12,0.422,0.1582,0.718,,35.8529,0.3262,0.0902,0.4165,0.1138,0.0737,0.0201,130.1483,0.421,0.12,99.1124,166.3324,0.3214,0.1162,0.5393
967,Project,6,np.log(bm) ~ ndti + satvi + swir1 + bai_126 + bai_236 + bai_246 + ndti:satvi + ndti:swir1 + ndti:bai_126 + ndti:bai_236 + ndti:bai_246 + satvi:swir1 + satvi:bai_126 + satvi:bai_236 + satvi:bai_246 + swir1:bai_126 + swir1:bai_236 + swir1:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,FIRE,0.4464,0.2754,84.4023,140.597,71.8498,0.1189,0.4559,0.233,0.897,,48.7228,0.3367,0.1059,0.4268,0.1298,0.0755,0.023,140.597,0.4538,0.1189,105.764,198.1808,0.3429,0.158,0.6426
968,Project,6,np.log(bm) ~ ndti + ndii7 + nir + swir1 + bai_126 + bai_136 + ndti:ndii7 + ndti:nir + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + ndii7:nir + ndii7:swir1 + ndii7:bai_126 + ndii7:bai_136 + nir:swir1 + nir:bai_126 + nir:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.4031,0.2188,91.1748,191.8217,172.7594,0.2934,0.6219,0.5601,1.7353,,81.8295,0.3577,0.1172,0.4804,0.1916,0.085,0.0339,191.8217,0.6145,0.2934,124.1277,286.1405,0.4025,0.2653,0.9278
969,Project,6,np.log(bm) ~ ndti + ndii7 + nir + swir1 + bai_126 + bai_236 + ndti:ndii7 + ndti:nir + ndti:swir1 + ndti:bai_126 + ndti:bai_236 + ndii7:nir + ndii7:swir1 + ndii7:bai_126 + ndii7:bai_236 + nir:swir1 + nir:bai_126 + nir:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.4056,0.222,90.7966,177.6488,143.4996,0.2323,0.576,0.4653,1.4992,,72.8803,0.3633,0.1182,0.47,0.1682,0.0832,0.0298,177.6488,0.5698,0.2323,121.0342,265.3594,0.3924,0.2363,0.8604
970,Project,6,np.log(bm) ~ ndti + nir + swir1 + bai_126 + bai_136 + bai_246 + ndti:nir + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + nir:swir1 + nir:bai_126 + nir:bai_136 + nir:bai_246 + swir1:bai_126 + swir1:bai_136 + swir1:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.4064,0.2231,90.67,191.8089,155.3535,0.2712,0.6219,0.5037,1.6225,,73.5202,0.3661,0.1133,0.4914,0.1835,0.0869,0.0325,191.8089,0.6162,0.2712,124.7189,270.452,0.4044,0.2384,0.8769
