,model,kfold,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
4,Temporal,2019,3,np.log(bm) ~ ndii7 + bai_126 + bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,simp,0.3665,0.3648,8704.1147,960.9795,0.2939,0.7877,0.9386,0.1379,512.3073,1.2617,1.5428,683.7564,0.5605,0.7335
5,Temporal,2020,3,np.log(bm) ~ ndii7 + bai_126 + bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,simp,0.4107,0.4093,9636.1589,652.1636,-0.2864,0.8588,1.4359,0.2243,311.745,0.7289,0.0738,528.2076,0.6956,1.2691
6,Temporal,2021,3,np.log(bm) ~ ndii7 + bai_126 + bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,simp,0.4117,0.4103,9435.3901,581.8106,10.0507,0.9959,1.4682,0.2548,385.109,1.3857,15.4739,421.5358,0.7216,1.0979
0,Temporal,2015,3,np.log(bm) ~ nir + swir1 + bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.5218,0.5205,7911.0855,875.4304,4.7223,1.1706,1.2766,0.2086,939.5982,2.8336,8.0222,570.2847,0.7626,0.9091
1,Temporal,2016,3,np.log(bm) ~ nir + swir1 + bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.4188,0.4173,7308.5757,427.8513,20.4271,1.2916,2.3493,0.596,159.0866,0.8643,24.0243,213.0686,0.6432,1.7545
2,Temporal,2017,3,np.log(bm) ~ nir + swir1 + bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.5238,0.5226,7589.5022,512.1858,4.3888,1.2632,1.6859,0.3373,181.6064,0.8994,5.5204,282.2402,0.6961,1.3041
3,Temporal,2018,3,np.log(bm) ~ nir + swir1 + bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.4787,0.4774,8527.6503,767.284,0.2286,0.6622,0.7721,0.1143,439.726,1.212,1.2568,558.8395,0.4823,0.6143
4,Temporal,2019,3,np.log(bm) ~ nir + swir1 + bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.4699,0.4685,8294.8005,865.1819,0.4296,0.7092,0.7817,0.1149,530.7485,1.3071,1.6675,613.5676,0.5029,0.6098
5,Temporal,2020,3,np.log(bm) ~ nir + swir1 + bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.5019,0.5008,9194.6121,564.7037,0.9097,0.7437,1.084,0.1693,266.7317,0.6237,2.1877,446.1505,0.5875,0.8989
6,Temporal,2021,3,np.log(bm) ~ nir + swir1 + bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.5124,0.5112,8951.7313,542.7195,12.3989,0.929,1.3756,0.2388,292.1908,1.0514,19.003,359.5091,0.6154,0.934
0,Temporal,2015,3,np.log(bm) ~ nir + swir2 + bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,simp,0.5465,0.5453,7792.3797,750.8187,4.7361,1.004,1.2253,0.2002,789.5632,2.3811,8.0451,520.0591,0.6954,0.8567
1,Temporal,2016,3,np.log(bm) ~ nir + swir2 + bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,simp,0.4307,0.4293,7259.7629,424.6477,17.4714,1.2819,2.2544,0.5719,156.2776,0.849,20.5617,207.3437,0.6259,1.6827
2,Temporal,2017,3,np.log(bm) ~ nir + swir2 + bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,simp,0.5632,0.5621,7394.8282,527.9753,3.1338,1.3022,1.7383,0.3478,189.655,0.9392,3.9952,295.0015,0.7276,1.3877
3,Temporal,2018,3,np.log(bm) ~ nir + swir2 + bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,simp,0.5091,0.5078,8385.1407,766.6198,0.362,0.6616,0.7706,0.1141,488.3817,1.3462,1.5921,568.861,0.4909,0.6131
4,Temporal,2019,3,np.log(bm) ~ nir + swir2 + bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,simp,0.5035,0.5022,8144.7629,913.3476,0.5636,0.7487,0.8189,0.1204,620.5923,1.5284,1.9558,653.8394,0.5359,0.643
5,Temporal,2020,3,np.log(bm) ~ nir + swir2 + bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,simp,0.5293,0.5282,9046.3151,541.985,1.5842,0.7137,1.0075,0.1574,251.5851,0.5882,3.4165,421.9174,0.5556,0.8015
6,Temporal,2021,3,np.log(bm) ~ nir + swir2 + bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,simp,0.5415,0.5404,8793.2395,533.0963,14.5548,0.9125,1.3733,0.2384,309.0944,1.1122,22.2454,348.2521,0.5961,0.8978
0,Temporal,2015,3,np.log(bm) ~ nir + bai_136 + bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,simp,0.5297,0.5285,7873.7638,1300.9766,3.7806,1.7397,1.3017,0.2127,1435.5786,4.3293,6.383,708.2169,0.947,0.9604
1,Temporal,2016,3,np.log(bm) ~ nir + bai_136 + bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,simp,0.4229,0.4214,7292.0775,408.4245,21.3065,1.2329,2.3713,0.6015,158.2603,0.8598,25.0399,199.0487,0.6009,1.7374
2,Temporal,2017,3,np.log(bm) ~ nir + bai_136 + bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,simp,0.5216,0.5204,7599.7919,518.0866,3.7513,1.2778,1.6409,0.3283,173.286,0.8582,4.7508,284.5295,0.7018,1.2815
3,Temporal,2018,3,np.log(bm) ~ nir + bai_136 + bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,simp,0.4831,0.4818,8507.4533,778.3917,0.2252,0.6718,0.8035,0.1189,470.8116,1.2977,1.1592,570.9841,0.4928,0.6377
4,Temporal,2019,3,np.log(bm) ~ nir + bai_136 + bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,simp,0.4721,0.4707,8285.3007,834.2116,0.4053,0.6838,0.7798,0.1146,680.0055,1.6747,1.4772,600.3371,0.4921,0.5962
5,Temporal,2020,3,np.log(bm) ~ nir + bai_136 + bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,simp,0.4989,0.4978,9210.2492,463.8114,2.1521,0.6108,0.8586,0.1341,350.8143,0.8203,4.2216,356.551,0.4695,0.611
6,Temporal,2021,3,np.log(bm) ~ nir + bai_136 + bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,simp,0.5148,0.5136,8939.1168,540.8747,11.773,0.9258,1.381,0.2397,281.681,1.0135,18.0552,358.5413,0.6137,0.9389
0,Temporal,2015,3,np.log(bm) ~ nir + bai_236 + bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,simp,0.516,0.5147,7938.2768,1168.2569,4.3468,1.5622,1.3296,0.2172,1323.8577,3.9924,7.3479,680.9343,0.9105,0.9791
1,Temporal,2016,3,np.log(bm) ~ nir + bai_236 + bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,simp,0.4118,0.4103,7336.4181,421.025,21.7019,1.271,2.3997,0.6087,159.8545,0.8684,25.5122,209.7704,0.6333,1.7879
2,Temporal,2017,3,np.log(bm) ~ nir + bai_236 + bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,simp,0.5071,0.5057,7667.4894,512.9908,4.5138,1.2652,1.6561,0.3313,175.4466,0.8689,5.6749,280.8923,0.6928,1.2764
3,Temporal,2018,3,np.log(bm) ~ nir + bai_236 + bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,simp,0.4682,0.4668,8575.3914,758.4869,0.1743,0.6546,0.8057,0.1193,435.7125,1.201,1.0723,555.755,0.4796,0.637
4,Temporal,2019,3,np.log(bm) ~ nir + bai_236 + bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,simp,0.4557,0.4543,8355.7311,835.8186,0.3163,0.6851,0.7704,0.1132,539.6432,1.3291,1.4242,587.087,0.4812,0.5923
5,Temporal,2020,3,np.log(bm) ~ nir + bai_236 + bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,simp,0.4858,0.4847,9277.9169,476.379,0.7684,0.6273,0.9017,0.1408,283.8108,0.6636,1.7836,365.9426,0.4819,0.6865
6,Temporal,2021,3,np.log(bm) ~ nir + bai_236 + bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,simp,0.5002,0.4991,9015.1899,526.356,11.6307,0.901,1.3787,0.2393,310.6332,1.1177,17.8145,355.7258,0.6089,0.9406
0,Temporal,2015,3,np.log(bm) ~ swir1 + bai_126 + bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,simp,0.4748,0.4734,8121.259,669.2003,4.0843,0.8949,1.1613,0.1897,503.2448,1.5176,7.0352,459.4799,0.6144,0.8052
1,Temporal,2016,3,np.log(bm) ~ swir1 + bai_126 + bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,simp,0.3867,0.3851,7434.777,438.0317,25.5003,1.3223,2.496,0.6332,182.7432,0.9928,29.9692,225.3492,0.6803,1.8591
2,Temporal,2017,3,np.log(bm) ~ swir1 + bai_126 + bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,simp,0.4768,0.4754,7801.8133,526.6093,5.1726,1.2988,1.6534,0.3308,180.592,0.8943,6.4891,289.1528,0.7132,1.2682
3,Temporal,2018,3,np.log(bm) ~ swir1 + bai_126 + bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,simp,0.4412,0.4397,8693.1139,786.9018,0.578,0.6791,0.802,0.1187,659.7023,1.8184,1.8868,577.8812,0.4987,0.6151
4,Temporal,2019,3,np.log(bm) ~ swir1 + bai_126 + bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,simp,0.438,0.4365,8429.1788,3374.0077,0.8327,2.7656,0.8985,0.1321,869.1742,2.1406,2.2401,911.2679,0.7469,0.705
5,Temporal,2020,3,np.log(bm) ~ swir1 + bai_126 + bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,simp,0.4777,0.4765,9319.3897,672.2395,1.0263,0.8853,1.4223,0.2221,349.7787,0.8178,2.5079,539.1734,0.71,1.242
6,Temporal,2021,3,np.log(bm) ~ swir1 + bai_126 + bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,simp,0.479,0.4778,9122.1519,589.1378,13.8413,1.0085,1.4618,0.2537,300.2491,1.0803,21.2448,392.4577,0.6718,1.03
0,Temporal,2015,3,np.log(bm) ~ swir2 + bai_126 + bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,simp,0.5229,0.5216,7906.1835,686.3735,3.2881,0.9178,1.1255,0.1839,493.1104,1.4871,5.7091,453.9063,0.607,0.7882
1,Temporal,2016,3,np.log(bm) ~ swir2 + bai_126 + bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,simp,0.4162,0.4147,7318.9459,433.283,18.912,1.308,2.3329,0.5918,168.3129,0.9144,22.2511,213.21,0.6436,1.7497
2,Temporal,2017,3,np.log(bm) ~ swir2 + bai_126 + bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,simp,0.535,0.5338,7535.8674,536.1568,3.6475,1.3224,1.6572,0.3316,179.9128,0.891,4.6303,295.1578,0.728,1.3162
3,Temporal,2018,3,np.log(bm) ~ swir2 + bai_126 + bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,simp,0.4925,0.4912,8464.0281,788.2053,0.5317,0.6802,0.8118,0.1202,615.1667,1.6956,1.8589,584.2594,0.5042,0.6291
4,Temporal,2019,3,np.log(bm) ~ swir2 + bai_126 + bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,simp,0.4928,0.4915,8193.6667,3205.2094,1.0874,2.6272,0.9413,0.1383,1051.8175,2.5905,2.6549,975.0271,0.7992,0.7322
5,Temporal,2020,3,np.log(bm) ~ swir2 + bai_126 + bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,simp,0.5138,0.5127,9131.2586,576.8822,1.607,0.7597,1.0857,0.1696,275.7062,0.6446,3.4944,450.4377,0.5932,0.8865
6,Temporal,2021,3,np.log(bm) ~ swir2 + bai_126 + bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,simp,0.5237,0.5226,8891.3194,552.9724,14.0912,0.9466,1.3837,0.2402,298.0314,1.0724,21.5741,357.8793,0.6126,0.9267
0,Temporal,2015,3,np.log(bm) ~ bai_126 + bai_136 + bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,simp,0.3259,0.324,8680.1248,683.9548,4.3938,0.9146,1.2588,0.2057,413.8818,1.2482,7.6631,474.8751,0.635,0.8992
1,Temporal,2016,3,np.log(bm) ~ bai_126 + bai_136 + bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,simp,0.2617,0.2598,7870.1615,481.6038,43.0267,1.4539,2.8478,0.7224,190.2959,1.0338,50.5149,267.5753,0.8078,2.1306
2,Temporal,2017,3,np.log(bm) ~ bai_126 + bai_136 + bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,simp,0.3262,0.3244,8372.1287,525.6172,12.8059,1.2964,1.8287,0.3659,192.8595,0.9551,15.8153,298.3624,0.7359,1.2776
3,Temporal,2018,3,np.log(bm) ~ bai_126 + bai_136 + bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,simp,0.2881,0.2863,9268.6189,842.2121,-0.0599,0.7268,0.887,0.1313,352.6383,0.972,0.6531,613.0634,0.5291,0.7238
4,Temporal,2019,3,np.log(bm) ~ bai_126 + bai_136 + bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,simp,0.2849,0.283,8982.3447,1172.9358,1.0371,0.9614,1.0073,0.1481,1021.5083,2.5158,2.8473,883.0109,0.7238,0.8076
5,Temporal,2020,3,np.log(bm) ~ bai_126 + bai_136 + bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,simp,0.3356,0.3341,9951.0966,718.0811,-0.4318,0.9456,1.6498,0.2577,334.9238,0.7831,-0.1282,589.9254,0.7769,1.5024
6,Temporal,2021,3,np.log(bm) ~ bai_126 + bai_136 + bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,simp,0.3295,0.3279,9772.2307,623.6783,9.9397,1.0676,1.5202,0.2639,434.7738,1.5644,15.3085,451.9627,0.7736,1.135
0,Temporal,2015,3,np.log(bm) ~ bai_126 + bai_236 + bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,simp,0.3361,0.3343,8645.9868,694.0488,4.6331,0.9281,1.2602,0.2059,422.5902,1.2744,8.0518,479.0707,0.6406,0.8978
1,Temporal,2016,3,np.log(bm) ~ bai_126 + bai_236 + bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,simp,0.2713,0.2695,7839.4458,480.5386,41.3559,1.4506,2.8186,0.715,192.6572,1.0466,48.5573,266.4954,0.8045,2.1227
2,Temporal,2017,3,np.log(bm) ~ bai_126 + bai_236 + bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,simp,0.3356,0.3338,8340.3327,525.0736,11.9611,1.295,1.8175,0.3636,196.1008,0.9711,14.7803,298.244,0.7356,1.2815
3,Temporal,2018,3,np.log(bm) ~ bai_126 + bai_236 + bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,simp,0.2961,0.2943,9241.7227,840.968,-0.0207,0.7258,0.8592,0.1272,355.8247,0.9808,0.7556,617.9037,0.5333,0.7086
4,Temporal,2019,3,np.log(bm) ~ bai_126 + bai_236 + bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,simp,0.2941,0.2923,8952.5517,1062.3222,0.8369,0.8708,0.9974,0.1466,855.1185,2.106,2.5902,823.6385,0.6751,0.8094
5,Temporal,2020,3,np.log(bm) ~ bai_126 + bai_236 + bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,simp,0.3407,0.3391,9931.0671,696.8336,-0.428,0.9177,1.5493,0.242,319.2129,0.7464,-0.1326,568.4362,0.7486,1.4006
6,Temporal,2021,3,np.log(bm) ~ bai_126 + bai_236 + bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,simp,0.3372,0.3356,9742.604,594.099,9.2664,1.017,1.4934,0.2592,368.5147,1.326,14.2899,429.8607,0.7358,1.1114
0,Temporal,2015,4,np.log(bm) ~ dfi + ndvi + satvi + nir + dfi:ndvi + dfi:satvi + dfi:nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.5435,0.5414,7815.2943,1169.0961,3.1522,1.5633,1.205,0.1969,1333.6191,4.0218,5.3509,582.7846,0.7793,0.8822
1,Temporal,2016,4,np.log(bm) ~ dfi + ndvi + satvi + nir + dfi:ndvi + dfi:satvi + dfi:nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.4317,0.4293,7263.8096,432.14,18.2405,1.3045,2.2769,0.5776,153.1245,0.8319,21.4622,208.2459,0.6286,1.692
2,Temporal,2017,4,np.log(bm) ~ dfi + ndvi + satvi + nir + dfi:ndvi + dfi:satvi + dfi:nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.5592,0.5573,7423.344,534.035,2.7296,1.3171,1.7315,0.3464,184.2522,0.9125,3.5038,295.599,0.7291,1.3985
3,Temporal,2018,4,np.log(bm) ~ dfi + ndvi + satvi + nir + dfi:ndvi + dfi:satvi + dfi:nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.5061,0.5041,8407.2805,750.732,0.2239,0.6479,0.7855,0.1163,404.9711,1.1162,1.2108,564.3106,0.487,0.6352
4,Temporal,2019,4,np.log(bm) ~ dfi + ndvi + satvi + nir + dfi:ndvi + dfi:satvi + dfi:nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.5004,0.4982,8166.9634,915.1379,0.433,0.7501,0.8437,0.124,515.4173,1.2694,1.755,672.3554,0.5511,0.6741
5,Temporal,2020,4,np.log(bm) ~ dfi + ndvi + satvi + nir + dfi:ndvi + dfi:satvi + dfi:nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.5215,0.5196,9097.3764,472.3185,1.483,0.622,0.851,0.1329,233.2933,0.5455,3.1168,352.2723,0.4639,0.6106
6,Temporal,2021,4,np.log(bm) ~ dfi + ndvi + satvi + nir + dfi:ndvi + dfi:satvi + dfi:nir + ndvi:satvi + ndvi:nir + satvi:nir,simp,0.5402,0.5384,8808.2055,514.8899,13.9766,0.8814,1.4149,0.2456,398.9721,1.4356,21.3122,358.7092,0.614,0.9332
0,Temporal,2015,4,np.log(bm) ~ dfi + ndvi + satvi + bai_126 + dfi:ndvi + dfi:satvi + dfi:bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,simp,0.5442,0.5421,7811.8481,752.1308,3.2359,1.0058,1.176,0.1921,507.9526,1.5318,5.6196,482.3756,0.645,0.8535
1,Temporal,2016,4,np.log(bm) ~ dfi + ndvi + satvi + bai_126 + dfi:ndvi + dfi:satvi + dfi:bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,simp,0.4129,0.4104,7340.3233,449.0929,14.6649,1.3557,2.177,0.5522,167.5267,0.9101,17.2813,220.1776,0.6647,1.6695
2,Temporal,2017,4,np.log(bm) ~ dfi + ndvi + satvi + bai_126 + dfi:ndvi + dfi:satvi + dfi:bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,simp,0.5589,0.5569,7425.0146,522.5722,5.6418,1.2889,1.6676,0.3336,175.4937,0.8691,7.0618,287.2762,0.7085,1.2448
3,Temporal,2018,4,np.log(bm) ~ dfi + ndvi + satvi + bai_126 + dfi:ndvi + dfi:satvi + dfi:bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,simp,0.5077,0.5056,8399.9702,768.1803,0.0705,0.6629,0.8132,0.1204,319.906,0.8818,0.9447,558.2884,0.4818,0.6473
4,Temporal,2019,4,np.log(bm) ~ dfi + ndvi + satvi + bai_126 + dfi:ndvi + dfi:satvi + dfi:bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,simp,0.4994,0.4972,8171.3312,889.6181,0.5836,0.7292,0.8099,0.119,486.634,1.1985,2.1458,643.5344,0.5275,0.6355
5,Temporal,2020,4,np.log(bm) ~ dfi + ndvi + satvi + bai_126 + dfi:ndvi + dfi:satvi + dfi:bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,simp,0.521,0.5191,9100.1953,436.1696,1.5545,0.5744,0.8087,0.1263,300.6813,0.703,3.1566,333.377,0.439,0.5592
6,Temporal,2021,4,np.log(bm) ~ dfi + ndvi + satvi + bai_126 + dfi:ndvi + dfi:satvi + dfi:bai_126 + ndvi:satvi + ndvi:bai_126 + satvi:bai_126,simp,0.5378,0.536,8821.8042,515.3897,13.6353,0.8822,1.3744,0.2385,405.9458,1.4607,20.7865,354.7218,0.6072,0.9213
0,Temporal,2015,4,np.log(bm) ~ dfi + ndvi + satvi + bai_246 + dfi:ndvi + dfi:satvi + dfi:bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,simp,0.5327,0.5306,7867.4173,829.0581,2.5385,1.1086,1.1566,0.1889,429.7197,1.2959,4.4503,470.4674,0.6291,0.8447
1,Temporal,2016,4,np.log(bm) ~ dfi + ndvi + satvi + bai_246 + dfi:ndvi + dfi:satvi + dfi:bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,simp,0.4165,0.414,7325.6483,443.4213,17.0241,1.3386,2.2555,0.5722,165.9463,0.9015,20.0399,217.6148,0.6569,1.7093
2,Temporal,2017,4,np.log(bm) ~ dfi + ndvi + satvi + bai_246 + dfi:ndvi + dfi:satvi + dfi:bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,simp,0.5459,0.5438,7490.7135,531.7277,4.7249,1.3114,1.6569,0.3315,173.9003,0.8612,5.9453,290.5866,0.7167,1.2671
3,Temporal,2018,4,np.log(bm) ~ dfi + ndvi + satvi + bai_246 + dfi:ndvi + dfi:satvi + dfi:bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,simp,0.4991,0.497,8440.7174,749.2607,0.169,0.6466,0.8123,0.1202,390.634,1.0767,1.1049,552.17,0.4765,0.6445
4,Temporal,2019,4,np.log(bm) ~ dfi + ndvi + satvi + bai_246 + dfi:ndvi + dfi:satvi + dfi:bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,simp,0.4952,0.493,8190.6799,1948.8261,0.7426,1.5974,0.885,0.1301,675.3388,1.6632,2.1694,852.523,0.6988,0.6976
5,Temporal,2020,4,np.log(bm) ~ dfi + ndvi + satvi + bai_246 + dfi:ndvi + dfi:satvi + dfi:bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,simp,0.5132,0.5114,9142.1632,458.8966,1.7483,0.6043,0.8323,0.13,284.2453,0.6646,3.5569,346.5612,0.4564,0.5822
6,Temporal,2021,4,np.log(bm) ~ dfi + ndvi + satvi + bai_246 + dfi:ndvi + dfi:satvi + dfi:bai_246 + ndvi:satvi + ndvi:bai_246 + satvi:bai_246,simp,0.5295,0.5277,8867.6671,510.5349,14.2851,0.8739,1.3757,0.2388,379.6474,1.366,21.7778,349.1126,0.5976,0.9194
0,Temporal,2015,4,np.log(bm) ~ dfi + ndvi + nir + bai_246 + dfi:ndvi + dfi:nir + dfi:bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,simp,0.5526,0.5506,7770.1993,659.7741,3.1675,0.8823,1.1888,0.1942,592.5801,1.7871,5.4748,482.167,0.6448,0.8649
1,Temporal,2016,4,np.log(bm) ~ dfi + ndvi + nir + bai_246 + dfi:ndvi + dfi:nir + dfi:bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,simp,0.439,0.4366,7233.478,412.8923,17.9793,1.2464,2.2345,0.5668,160.0434,0.8695,21.1458,201.7469,0.609,1.6492
2,Temporal,2017,4,np.log(bm) ~ dfi + ndvi + nir + bai_246 + dfi:ndvi + dfi:nir + dfi:bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,simp,0.5659,0.564,7388.911,513.6011,4.1748,1.2667,1.6622,0.3326,171.4403,0.849,5.2642,280.8575,0.6927,1.2765
3,Temporal,2018,4,np.log(bm) ~ dfi + ndvi + nir + bai_246 + dfi:ndvi + dfi:nir + dfi:bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,simp,0.5144,0.5124,8366.9603,719.848,0.1531,0.6212,0.7671,0.1136,381.8891,1.0526,1.0507,527.7487,0.4554,0.6085
4,Temporal,2019,4,np.log(bm) ~ dfi + ndvi + nir + bai_246 + dfi:ndvi + dfi:nir + dfi:bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,simp,0.505,0.5028,8145.8283,829.9528,0.385,0.6803,0.7494,0.1101,432.9522,1.0663,1.6082,594.5973,0.4874,0.5875
5,Temporal,2020,4,np.log(bm) ~ dfi + ndvi + nir + bai_246 + dfi:ndvi + dfi:nir + dfi:bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,simp,0.53,0.5282,9050.1555,429.8645,2.2235,0.5661,0.828,0.1293,322.4685,0.754,4.3545,333.8215,0.4396,0.5642
6,Temporal,2021,4,np.log(bm) ~ dfi + ndvi + nir + bai_246 + dfi:ndvi + dfi:nir + dfi:bai_246 + ndvi:nir + ndvi:bai_246 + nir:bai_246,simp,0.5457,0.544,8777.1367,511.8138,11.7843,0.8761,1.3504,0.2344,303.1664,1.0908,18.0232,342.3122,0.586,0.9054
0,Temporal,2015,4,np.log(bm) ~ dfi + ndvi + bai_126 + bai_246 + dfi:ndvi + dfi:bai_126 + dfi:bai_246 + ndvi:bai_126 + ndvi:bai_246 + bai_126:bai_246,simp,0.5149,0.5127,7951.4241,735.1733,2.5252,0.9831,1.1744,0.1919,387.7569,1.1694,4.519,481.8287,0.6443,0.8766
1,Temporal,2016,4,np.log(bm) ~ dfi + ndvi + bai_126 + bai_246 + dfi:ndvi + dfi:bai_126 + dfi:bai_246 + ndvi:bai_126 + ndvi:bai_246 + bai_126:bai_246,simp,0.3941,0.3915,7414.3523,454.9397,18.9887,1.3734,2.3313,0.5914,170.9621,0.9288,22.3427,225.0308,0.6793,1.7723
2,Temporal,2017,4,np.log(bm) ~ dfi + ndvi + bai_126 + bai_246 + dfi:ndvi + dfi:bai_126 + dfi:bai_246 + ndvi:bai_126 + ndvi:bai_246 + bai_126:bai_246,simp,0.5274,0.5253,7580.4367,542.102,5.1599,1.337,1.6876,0.3376,177.1059,0.8771,6.4812,296.1193,0.7303,1.285
3,Temporal,2018,4,np.log(bm) ~ dfi + ndvi + bai_126 + bai_246 + dfi:ndvi + dfi:bai_126 + dfi:bai_246 + ndvi:bai_126 + ndvi:bai_246 + bai_126:bai_246,simp,0.4832,0.481,8515.4063,831.0704,0.1102,0.7172,0.884,0.1309,390.79,1.0772,1.0602,613.7709,0.5297,0.7164
4,Temporal,2019,4,np.log(bm) ~ dfi + ndvi + bai_126 + bai_246 + dfi:ndvi + dfi:bai_126 + dfi:bai_246 + ndvi:bai_126 + ndvi:bai_246 + bai_126:bai_246,simp,0.4822,0.4799,8249.0993,1773.1274,1.476,1.4534,1.0194,0.1498,1280.0963,3.1527,3.3167,1114.1065,0.9132,0.8064
