,model,kfold,numb_vars,formula,project,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
4,Project,5,5,np.log(bm) ~ dfi + ndti + satvi + bai_126 + bai_236 + dfi:ndti + dfi:satvi + dfi:bai_126 + dfi:bai_236 + ndti:satvi + ndti:bai_126 + ndti:bai_236 + satvi:bai_126 + satvi:bai_236 + bai_126:bai_236,NEX,0.5917,0.5686,402.9013,613.971,2.6691,0.4201,0.8035,0.114,362.4884,0.8383,13.6748,428.9347,0.2935,0.4293
0,Project,1,5,np.log(bm) ~ dfi + ndti + satvi + bai_126 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_126 + dfi:bai_246 + ndti:satvi + ndti:bai_126 + ndti:bai_246 + satvi:bai_126 + satvi:bai_246 + bai_126:bai_246,NEX,0.5623,0.5375,509.2151,725.35,0.0151,0.4963,0.4963,0.0704,411.6105,0.9214,0.6904,458.3327,0.3136,0.3703
1,Project,2,5,np.log(bm) ~ dfi + ndti + satvi + bai_126 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_126 + dfi:bai_246 + ndti:satvi + ndti:bai_126 + ndti:bai_246 + satvi:bai_126 + satvi:bai_246 + bai_126:bai_246,NEX,0.5572,0.5322,508.3098,855.8248,0.0826,0.5856,0.5396,0.0765,438.6878,1.0096,0.5566,527.7617,0.3611,0.3915
2,Project,3,5,np.log(bm) ~ dfi + ndti + satvi + bai_126 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_126 + dfi:bai_246 + ndti:satvi + ndti:bai_126 + ndti:bai_246 + satvi:bai_126 + satvi:bai_246 + bai_126:bai_246,NEX,0.5784,0.5545,490.4014,722.9883,0.1777,0.4947,0.5681,0.0806,399.7963,0.8685,1.1442,518.4774,0.3547,0.4319
3,Project,4,5,np.log(bm) ~ dfi + ndti + satvi + bai_126 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_126 + dfi:bai_246 + ndti:satvi + ndti:bai_126 + ndti:bai_246 + satvi:bai_126 + satvi:bai_246 + bai_126:bai_246,NEX,0.5798,0.556,485.3725,743.9996,0.3271,0.509,0.5862,0.0832,470.9806,1.1682,1.4544,517.5001,0.3541,0.4433
4,Project,5,5,np.log(bm) ~ dfi + ndti + satvi + bai_126 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_126 + dfi:bai_246 + ndti:satvi + ndti:bai_126 + ndti:bai_246 + satvi:bai_126 + satvi:bai_246 + bai_126:bai_246,NEX,0.571,0.5467,416.7962,849.9481,2.3919,0.5815,0.8128,0.1153,376.8036,0.8714,12.1544,518.2171,0.3546,0.4651
0,Project,1,5,np.log(bm) ~ dfi + ndti + satvi + bai_136 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_136 + dfi:bai_246 + ndti:satvi + ndti:bai_136 + ndti:bai_246 + satvi:bai_136 + satvi:bai_246 + bai_136:bai_246,NEX,0.5994,0.5766,484.4515,698.8134,0.0039,0.4781,0.501,0.0711,344.4389,0.771,0.4273,489.9454,0.3352,0.3927
1,Project,2,5,np.log(bm) ~ dfi + ndti + satvi + bai_136 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_136 + dfi:bai_246 + ndti:satvi + ndti:bai_136 + ndti:bai_246 + satvi:bai_136 + satvi:bai_246 + bai_136:bai_246,NEX,0.6205,0.599,464.9584,656.4302,0.0738,0.4491,0.6994,0.0992,476.3963,1.0964,0.4988,483.7918,0.331,0.4423
2,Project,3,5,np.log(bm) ~ dfi + ndti + satvi + bai_136 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_136 + dfi:bai_246 + ndti:satvi + ndti:bai_136 + ndti:bai_246 + satvi:bai_136 + satvi:bai_246 + bai_136:bai_246,NEX,0.6117,0.5897,467.2489,667.424,0.1515,0.4567,0.5879,0.0834,347.9931,0.756,0.9925,493.2779,0.3375,0.4369
3,Project,4,5,np.log(bm) ~ dfi + ndti + satvi + bai_136 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_136 + dfi:bai_246 + ndti:satvi + ndti:bai_136 + ndti:bai_246 + satvi:bai_136 + satvi:bai_246 + bai_136:bai_246,NEX,0.5906,0.5674,478.0443,535.3232,0.2832,0.3663,0.5188,0.0736,406.297,1.0077,1.2163,398.1242,0.2724,0.3718
4,Project,5,5,np.log(bm) ~ dfi + ndti + satvi + bai_136 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_136 + dfi:bai_246 + ndti:satvi + ndti:bai_136 + ndti:bai_246 + satvi:bai_136 + satvi:bai_246 + bai_136:bai_246,NEX,0.5919,0.5688,402.7696,640.2664,2.2606,0.4381,0.7818,0.1109,370.0872,0.8559,11.5257,449.1675,0.3073,0.4337
0,Project,1,5,np.log(bm) ~ dfi + ndti + satvi + bai_236 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_236 + dfi:bai_246 + ndti:satvi + ndti:bai_236 + ndti:bai_246 + satvi:bai_236 + satvi:bai_246 + bai_236:bai_246,NEX,0.5817,0.5579,496.5421,564.5094,-0.0019,0.3862,0.4869,0.0691,336.3876,0.753,0.4976,446.0792,0.3052,0.3829
1,Project,2,5,np.log(bm) ~ dfi + ndti + satvi + bai_236 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_236 + dfi:bai_246 + ndti:satvi + ndti:bai_236 + ndti:bai_246 + satvi:bai_236 + satvi:bai_246 + bai_236:bai_246,NEX,0.6021,0.5796,478.2916,641.3099,0.0763,0.4388,0.6591,0.0935,551.6611,1.2696,0.6257,487.4968,0.3335,0.4432
2,Project,3,5,np.log(bm) ~ dfi + ndti + satvi + bai_236 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_236 + dfi:bai_246 + ndti:satvi + ndti:bai_236 + ndti:bai_246 + satvi:bai_236 + satvi:bai_246 + bai_236:bai_246,NEX,0.5972,0.5744,477.59,633.852,0.1377,0.4337,0.5976,0.0848,342.6517,0.7443,0.9705,486.713,0.333,0.4444
3,Project,4,5,np.log(bm) ~ dfi + ndti + satvi + bai_236 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_236 + dfi:bai_246 + ndti:satvi + ndti:bai_236 + ndti:bai_246 + satvi:bai_236 + satvi:bai_246 + bai_236:bai_246,NEX,0.5783,0.5545,486.3252,579.5638,0.2795,0.3965,0.5278,0.0749,407.169,1.0099,1.2354,420.5909,0.2878,0.3826
4,Project,5,5,np.log(bm) ~ dfi + ndti + satvi + bai_236 + bai_246 + dfi:ndti + dfi:satvi + dfi:bai_236 + dfi:bai_246 + ndti:satvi + ndti:bai_236 + ndti:bai_246 + satvi:bai_236 + satvi:bai_246 + bai_236:bai_246,NEX,0.5909,0.5677,403.4768,689.8375,2.5963,0.472,0.8014,0.1137,386.2949,0.8934,13.2142,461.1123,0.3155,0.4362
0,Project,1,5,np.log(bm) ~ dfi + ndti + ndii7 + nir + swir1 + dfi:ndti + dfi:ndii7 + dfi:nir + dfi:swir1 + ndti:ndii7 + ndti:nir + ndti:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,NEX,0.6312,0.6102,461.314,561.2045,0.0035,0.384,0.4853,0.0688,344.7242,0.7716,0.4286,434.5489,0.2973,0.3687
1,Project,2,5,np.log(bm) ~ dfi + ndti + ndii7 + nir + swir1 + dfi:ndti + dfi:ndii7 + dfi:nir + dfi:swir1 + ndti:ndii7 + ndti:nir + ndti:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,NEX,0.6552,0.6357,438.0243,562.9933,0.0254,0.3852,0.6834,0.0969,413.8791,0.9525,0.4528,409.6495,0.2803,0.4175
2,Project,3,5,np.log(bm) ~ dfi + ndti + ndii7 + nir + swir1 + dfi:ndti + dfi:ndii7 + dfi:nir + dfi:swir1 + ndti:ndii7 + ndti:nir + ndti:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,NEX,0.6366,0.6161,448.6087,601.9676,0.1631,0.4119,0.5444,0.0772,322.2874,0.7001,0.9981,434.9039,0.2976,0.3922
3,Project,4,5,np.log(bm) ~ dfi + ndti + ndii7 + nir + swir1 + dfi:ndti + dfi:ndii7 + dfi:nir + dfi:swir1 + ndti:ndii7 + ndti:nir + ndti:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,NEX,0.6196,0.5981,457.3685,503.9932,0.3049,0.3448,0.4922,0.0698,420.1019,1.042,1.1798,389.2158,0.2663,0.3553
4,Project,5,5,np.log(bm) ~ dfi + ndti + ndii7 + nir + swir1 + dfi:ndti + dfi:ndii7 + dfi:nir + dfi:swir1 + ndti:ndii7 + ndti:nir + ndti:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,NEX,0.6277,0.6066,376.9617,595.7968,2.4175,0.4076,0.7789,0.1105,343.0126,0.7933,12.3983,431.0066,0.2949,0.4248
0,Project,1,5,np.log(bm) ~ dfi + ndti + ndii7 + nir + bai_136 + dfi:ndti + dfi:ndii7 + dfi:nir + dfi:bai_136 + ndti:ndii7 + ndti:nir + ndti:bai_136 + ndii7:nir + ndii7:bai_136 + nir:bai_136,NEX,0.6195,0.5979,470.0272,631.6765,-0.0095,0.4322,0.4843,0.0687,334.3427,0.7484,0.3279,456.9994,0.3127,0.3733
1,Project,2,5,np.log(bm) ~ dfi + ndti + ndii7 + nir + bai_136 + dfi:ndti + dfi:ndii7 + dfi:nir + dfi:bai_136 + ndti:ndii7 + ndti:nir + ndti:bai_136 + ndii7:nir + ndii7:bai_136 + nir:bai_136,NEX,0.6382,0.6177,451.5652,574.1059,0.0344,0.3928,0.6592,0.0935,536.9272,1.2357,0.5072,417.5965,0.2857,0.4149
2,Project,3,5,np.log(bm) ~ dfi + ndti + ndii7 + nir + bai_136 + dfi:ndti + dfi:ndii7 + dfi:nir + dfi:bai_136 + ndti:ndii7 + ndti:nir + ndti:bai_136 + ndii7:nir + ndii7:bai_136 + nir:bai_136,NEX,0.6403,0.6199,445.7666,633.6943,0.2348,0.4336,0.5864,0.0832,396.7115,0.8618,1.2888,472.1666,0.3231,0.419
3,Project,4,5,np.log(bm) ~ dfi + ndti + ndii7 + nir + bai_136 + dfi:ndti + dfi:ndii7 + dfi:nir + dfi:bai_136 + ndti:ndii7 + ndti:nir + ndti:bai_136 + ndii7:nir + ndii7:bai_136 + nir:bai_136,NEX,0.6093,0.5872,464.8991,525.6183,0.2846,0.3596,0.4985,0.0707,400.1718,0.9925,1.1657,386.261,0.2643,0.3547
4,Project,5,5,np.log(bm) ~ dfi + ndti + ndii7 + nir + bai_136 + dfi:ndti + dfi:ndii7 + dfi:nir + dfi:bai_136 + ndti:ndii7 + ndti:nir + ndti:bai_136 + ndii7:nir + ndii7:bai_136 + nir:bai_136,NEX,0.6127,0.5907,388.1073,564.1769,2.5115,0.386,0.7697,0.1092,335.9269,0.7769,12.821,412.1758,0.282,0.4148
0,Project,1,5,np.log(bm) ~ dfi + ndti + ndii7 + swir1 + bai_126 + dfi:ndti + dfi:ndii7 + dfi:swir1 + dfi:bai_126 + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,NEX,0.6192,0.5976,470.2371,582.101,-0.0161,0.3983,0.4508,0.0639,347.4606,0.7778,0.3292,402.856,0.2756,0.3316
1,Project,2,5,np.log(bm) ~ dfi + ndti + ndii7 + swir1 + bai_126 + dfi:ndti + dfi:ndii7 + dfi:swir1 + dfi:bai_126 + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,NEX,0.6407,0.6203,449.6258,532.0121,0.0114,0.364,0.6342,0.09,428.1921,0.9854,0.4207,394.2375,0.2697,0.3959
2,Project,3,5,np.log(bm) ~ dfi + ndti + ndii7 + swir1 + bai_126 + dfi:ndti + dfi:ndii7 + dfi:swir1 + dfi:bai_126 + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,NEX,0.6454,0.6254,441.7211,608.4993,0.23,0.4163,0.5659,0.0803,384.6739,0.8356,1.2167,458.9614,0.314,0.4106
3,Project,4,5,np.log(bm) ~ dfi + ndti + ndii7 + swir1 + bai_126 + dfi:ndti + dfi:ndii7 + dfi:swir1 + dfi:bai_126 + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,NEX,0.6259,0.6048,452.6537,532.6225,0.3206,0.3644,0.5233,0.0742,468.8402,1.1629,1.339,396.0042,0.2709,0.3661
4,Project,5,5,np.log(bm) ~ dfi + ndti + ndii7 + swir1 + bai_126 + dfi:ndti + dfi:ndii7 + dfi:swir1 + dfi:bai_126 + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,NEX,0.6161,0.5943,385.6153,575.2678,2.1542,0.3936,0.7645,0.1085,371.336,0.8588,11.0889,434.2156,0.2971,0.4317
0,Project,1,5,np.log(bm) ~ dfi + ndti + ndii7 + bai_126 + bai_136 + dfi:ndti + dfi:ndii7 + dfi:bai_126 + dfi:bai_136 + ndti:ndii7 + ndti:bai_126 + ndti:bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,NEX,0.5945,0.5714,487.8629,502.9926,0.0037,0.3441,0.4485,0.0636,336.9215,0.7542,0.4206,382.189,0.2615,0.339
1,Project,2,5,np.log(bm) ~ dfi + ndti + ndii7 + bai_126 + bai_136 + dfi:ndti + dfi:ndii7 + dfi:bai_126 + dfi:bai_136 + ndti:ndii7 + ndti:bai_126 + ndti:bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,NEX,0.6133,0.5914,470.2827,729.854,0.0454,0.4994,0.6054,0.0859,513.2088,1.1811,0.5068,464.1849,0.3176,0.4069
2,Project,3,5,np.log(bm) ~ dfi + ndti + ndii7 + bai_126 + bai_136 + dfi:ndti + dfi:ndii7 + dfi:bai_126 + dfi:bai_136 + ndti:ndii7 + ndti:bai_126 + ndti:bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,NEX,0.6272,0.6061,455.786,627.7943,0.2424,0.4295,0.5964,0.0846,466.9929,1.0145,1.326,464.2506,0.3176,0.4253
3,Project,4,5,np.log(bm) ~ dfi + ndti + ndii7 + bai_126 + bai_136 + dfi:ndti + dfi:ndii7 + dfi:bai_126 + dfi:bai_136 + ndti:ndii7 + ndti:bai_126 + ndti:bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,NEX,0.6084,0.5863,465.5021,556.7155,0.3135,0.3809,0.5453,0.0774,454.9843,1.1285,1.3386,411.4453,0.2815,0.3892
4,Project,5,5,np.log(bm) ~ dfi + ndti + ndii7 + bai_126 + bai_136 + dfi:ndti + dfi:ndii7 + dfi:bai_126 + dfi:bai_136 + ndti:ndii7 + ndti:bai_126 + ndti:bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,NEX,0.5994,0.5768,397.5475,587.6165,1.9125,0.402,0.7782,0.1104,368.4772,0.8522,10.0133,442.6156,0.3028,0.4471
0,Project,1,5,np.log(bm) ~ dfi + ndti + nir + swir1 + bai_246 + dfi:ndti + dfi:nir + dfi:swir1 + dfi:bai_246 + ndti:nir + ndti:swir1 + ndti:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,NEX,0.6199,0.5983,469.7242,590.5063,-0.0015,0.404,0.4586,0.0651,359.3229,0.8043,0.4117,411.8388,0.2818,0.3452
1,Project,2,5,np.log(bm) ~ dfi + ndti + nir + swir1 + bai_246 + dfi:ndti + dfi:nir + dfi:swir1 + dfi:bai_246 + ndti:nir + ndti:swir1 + ndti:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,NEX,0.6584,0.639,435.4476,577.0877,0.0462,0.3948,0.7483,0.1062,561.4489,1.2921,0.523,432.1728,0.2957,0.4423
2,Project,3,5,np.log(bm) ~ dfi + ndti + nir + swir1 + bai_246 + dfi:ndti + dfi:nir + dfi:swir1 + dfi:bai_246 + ndti:nir + ndti:swir1 + ndti:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,NEX,0.6386,0.6182,447.0746,580.0403,0.2011,0.3969,0.5492,0.0779,350.0835,0.7605,1.1266,437.8262,0.2996,0.3947
3,Project,4,5,np.log(bm) ~ dfi + ndti + nir + swir1 + bai_246 + dfi:ndti + dfi:nir + dfi:swir1 + dfi:bai_246 + ndti:nir + ndti:swir1 + ndti:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,NEX,0.6223,0.6009,455.392,535.299,0.2951,0.3663,0.5116,0.0726,431.1495,1.0694,1.2637,408.7286,0.2797,0.3721
4,Project,5,5,np.log(bm) ~ dfi + ndti + nir + swir1 + bai_246 + dfi:ndti + dfi:nir + dfi:swir1 + dfi:bai_246 + ndti:nir + ndti:swir1 + ndti:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,NEX,0.6186,0.597,383.7385,558.1681,2.2624,0.3819,0.7669,0.1088,364.2727,0.8424,11.5625,426.0182,0.2915,0.4286
0,Project,1,5,np.log(bm) ~ dfi + ndti + nir + bai_136 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_136 + dfi:bai_246 + ndti:nir + ndti:bai_136 + ndti:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,NEX,0.6297,0.6086,462.4209,509.6771,0.0168,0.3487,0.4482,0.0636,386.4125,0.865,0.4131,399.6528,0.2734,0.3394
1,Project,2,5,np.log(bm) ~ dfi + ndti + nir + bai_136 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_136 + dfi:bai_246 + ndti:nir + ndti:bai_136 + ndti:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,NEX,0.6626,0.6435,431.9558,567.3155,0.0271,0.3882,0.7122,0.101,444.5273,1.023,0.4399,409.7897,0.2804,0.418
2,Project,3,5,np.log(bm) ~ dfi + ndti + nir + bai_136 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_136 + dfi:bai_246 + ndti:nir + ndti:bai_136 + ndti:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,NEX,0.6532,0.6336,435.5124,580.5196,0.2207,0.3972,0.5732,0.0813,395.4237,0.859,1.2727,420.88,0.288,0.3956
3,Project,4,5,np.log(bm) ~ dfi + ndti + nir + bai_136 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_136 + dfi:bai_246 + ndti:nir + ndti:bai_136 + ndti:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,NEX,0.6327,0.6119,447.5191,551.3987,0.2924,0.3773,0.5081,0.0721,447.0351,1.1088,1.2151,408.3056,0.2794,0.3645
4,Project,5,5,np.log(bm) ~ dfi + ndti + nir + bai_136 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_136 + dfi:bai_246 + ndti:nir + ndti:bai_136 + ndti:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,NEX,0.6311,0.6102,374.4167,532.2374,2.2646,0.3642,0.7581,0.1075,326.8295,0.7558,11.6787,389.0605,0.2662,0.4035
0,Project,1,5,np.log(bm) ~ dfi + ndti + nir + bai_236 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_236 + dfi:bai_246 + ndti:nir + ndti:bai_236 + ndti:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,NEX,0.6473,0.6272,448.8117,547.6832,0.0231,0.3747,0.4595,0.0652,312.2643,0.699,0.4017,425.3286,0.291,0.3545
1,Project,2,5,np.log(bm) ~ dfi + ndti + nir + bai_236 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_236 + dfi:bai_246 + ndti:nir + ndti:bai_236 + ndti:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,NEX,0.6769,0.6586,419.7656,556.655,0.0355,0.3809,0.7039,0.0998,441.4116,1.0159,0.4142,411.194,0.2813,0.4166
2,Project,3,5,np.log(bm) ~ dfi + ndti + nir + bai_236 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_236 + dfi:bai_246 + ndti:nir + ndti:bai_236 + ndti:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,NEX,0.6697,0.651,421.8099,611.6337,0.2218,0.4185,0.5759,0.0817,385.7545,0.838,1.2231,450.9864,0.3086,0.4069
3,Project,4,5,np.log(bm) ~ dfi + ndti + nir + bai_236 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_236 + dfi:bai_246 + ndti:nir + ndti:bai_236 + ndti:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,NEX,0.6385,0.618,443.0952,512.9974,0.2474,0.351,0.4728,0.0671,368.826,0.9148,1.0273,382.6764,0.2618,0.3466
4,Project,5,5,np.log(bm) ~ dfi + ndti + nir + bai_236 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_236 + dfi:bai_246 + ndti:nir + ndti:bai_236 + ndti:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,NEX,0.64,0.6196,367.5648,511.771,2.0327,0.3502,0.7382,0.1047,299.1899,0.6919,10.5012,380.6615,0.2604,0.3938
0,Project,1,5,np.log(bm) ~ dfi + ndti + swir1 + bai_126 + bai_246 + dfi:ndti + dfi:swir1 + dfi:bai_126 + dfi:bai_246 + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,NEX,0.6251,0.6038,465.8989,550.6252,-0.0205,0.3767,0.4372,0.062,331.168,0.7413,0.3044,396.5899,0.2713,0.3245
1,Project,2,5,np.log(bm) ~ dfi + ndti + swir1 + bai_126 + bai_246 + dfi:ndti + dfi:swir1 + dfi:bai_126 + dfi:bai_246 + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,NEX,0.6541,0.6346,438.9006,571.7352,0.0357,0.3912,0.6503,0.0922,500.4593,1.1518,0.4862,427.9118,0.2928,0.4082
2,Project,3,5,np.log(bm) ~ dfi + ndti + swir1 + bai_126 + bai_246 + dfi:ndti + dfi:swir1 + dfi:bai_126 + dfi:bai_246 + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,NEX,0.6513,0.6315,437.0687,595.7839,0.2144,0.4076,0.5562,0.0789,380.339,0.8262,1.1814,452.9712,0.3099,0.405
3,Project,4,5,np.log(bm) ~ dfi + ndti + swir1 + bai_126 + bai_246 + dfi:ndti + dfi:swir1 + dfi:bai_126 + dfi:bai_246 + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,NEX,0.6344,0.6137,446.2067,536.5838,0.3165,0.3671,0.5205,0.0738,459.1719,1.1389,1.3362,396.3756,0.2712,0.3665
4,Project,5,5,np.log(bm) ~ dfi + ndti + swir1 + bai_126 + bai_246 + dfi:ndti + dfi:swir1 + dfi:bai_126 + dfi:bai_246 + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,NEX,0.6203,0.5988,382.4892,577.429,1.914,0.3951,0.7502,0.1064,362.1521,0.8375,9.8667,435.1045,0.2977,0.4288
0,Project,1,5,np.log(bm) ~ dfi + ndti + bai_126 + bai_136 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_136 + dfi:bai_246 + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,NEX,0.5236,0.4966,532.9382,695.6388,-0.0036,0.476,0.4877,0.0692,303.7416,0.6799,0.5455,483.4726,0.3308,0.3825
1,Project,2,5,np.log(bm) ~ dfi + ndti + bai_126 + bai_136 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_136 + dfi:bai_246 + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,NEX,0.5494,0.5239,513.239,682.9386,0.1355,0.4673,0.6489,0.0921,799.0676,1.839,0.9621,500.0308,0.3421,0.4355
2,Project,3,5,np.log(bm) ~ dfi + ndti + bai_126 + bai_136 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_136 + dfi:bai_246 + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,NEX,0.5773,0.5534,491.1258,741.6199,0.1705,0.5074,0.7054,0.1001,459.6692,0.9985,1.1963,561.949,0.3845,0.5232
3,Project,4,5,np.log(bm) ~ dfi + ndti + bai_126 + bai_136 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_136 + dfi:bai_246 + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,NEX,0.5435,0.5177,508.6246,645.4166,0.3863,0.4416,0.5988,0.0849,515.6552,1.279,1.6119,503.1979,0.3443,0.4495
4,Project,5,5,np.log(bm) ~ dfi + ndti + bai_126 + bai_136 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_136 + dfi:bai_246 + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,NEX,0.525,0.4981,445.4314,684.7146,2.3464,0.4685,0.8237,0.1168,464.1121,1.0733,11.9715,511.7478,0.3501,0.4834
0,Project,1,5,np.log(bm) ~ dfi + ndti + bai_126 + bai_236 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_236 + dfi:bai_246 + ndti:bai_126 + ndti:bai_236 + ndti:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,NEX,0.5237,0.4966,532.9217,681.1786,-0.005,0.4661,0.487,0.0691,310.3802,0.6948,0.5509,478.1729,0.3272,0.3814
1,Project,2,5,np.log(bm) ~ dfi + ndti + bai_126 + bai_236 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_236 + dfi:bai_246 + ndti:bai_126 + ndti:bai_236 + ndti:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,NEX,0.5458,0.5201,515.4422,658.3616,0.1185,0.4505,0.6389,0.0906,735.4203,1.6925,0.9299,481.0963,0.3292,0.4259
2,Project,3,5,np.log(bm) ~ dfi + ndti + bai_126 + bai_236 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_236 + dfi:bai_246 + ndti:bai_126 + ndti:bai_236 + ndti:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,NEX,0.5795,0.5557,489.6367,766.3613,0.1789,0.5243,0.7192,0.102,470.2195,1.0215,1.2176,578.2294,0.3956,0.5322
3,Project,4,5,np.log(bm) ~ dfi + ndti + bai_126 + bai_236 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_236 + dfi:bai_246 + ndti:bai_126 + ndti:bai_236 + ndti:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,NEX,0.5398,0.5138,510.8812,635.4346,0.3821,0.4348,0.5888,0.0835,514.2505,1.2755,1.5755,503.5804,0.3445,0.4475
4,Project,5,5,np.log(bm) ~ dfi + ndti + bai_126 + bai_236 + bai_246 + dfi:ndti + dfi:bai_126 + dfi:bai_236 + dfi:bai_246 + ndti:bai_126 + ndti:bai_236 + ndti:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,NEX,0.5257,0.4989,445.0076,689.8394,2.3875,0.472,0.8249,0.117,463.9001,1.0728,12.1843,511.922,0.3503,0.4834
