index,model,numb_vars,formula,project,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean|,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_mean,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
808,Project,5,np.log(bm) ~ ndvi + ndti + nir + bai_126 + bai_246 + ndvi:ndti + ndvi:nir + ndvi:bai_126 + ndvi:bai_246 + ndti:nir + ndti:bai_126 + ndti:bai_246 + nir:bai_126 + nir:bai_246 + bai_126:bai_246,FIRE,0.3635,0.2362,84.5895,644.627,147.9886,0.1806,0.5234,0.1202,0.7155,,65.3957,0.3457,0.0537,0.4686,0.1002,0.0666,0.0142,836.983,1.5461,1.1001,430.0682,478.2249,0.3492,0.0531,0.3883
809,Project,5,np.log(bm) ~ ndvi + ndti + nir + bai_136 + bai_246 + ndvi:ndti + ndvi:nir + ndvi:bai_136 + ndvi:bai_246 + ndti:nir + ndti:bai_136 + ndti:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,FIRE,0.3682,0.2418,83.9092,598.5959,165.5558,0.1475,0.486,0.1344,0.7293,,79.0839,0.344,0.0621,0.4448,0.1047,0.0632,0.0149,639.4268,1.1617,0.9724,424.1291,535.6324,0.3444,0.0642,0.4349
810,Project,5,np.log(bm) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.3687,0.2425,83.8352,577.8236,119.062,0.1232,0.4692,0.0967,0.6364,,66.1429,0.3351,0.0416,0.4417,0.0684,0.0628,0.0097,536.5164,0.9735,0.8193,412.2582,526.4114,0.3347,0.0537,0.4274
811,Project,5,np.log(bm) ~ ndvi + ndti + swir1 + bai_126 + bai_246 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_246 + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.3321,0.1985,88.9662,554.0404,91.1975,0.1198,0.4498,0.074,0.5318,,64.5639,0.3264,0.0541,0.4339,0.078,0.0617,0.0111,544.7073,0.9737,0.8768,393.326,471.993,0.3194,0.0524,0.3832
812,Project,5,np.log(bm) ~ ndvi + ndti + swir1 + bai_136 + bai_246 + ndvi:ndti + ndvi:swir1 + ndvi:bai_136 + ndvi:bai_246 + ndti:swir1 + ndti:bai_136 + ndti:bai_246 + swir1:bai_136 + swir1:bai_246 + bai_136:bai_246,FIRE,0.3014,0.1617,93.0582,614.6438,133.6413,0.1491,0.4991,0.1085,0.7029,,39.7788,0.3421,0.0445,0.468,0.0835,0.0665,0.0119,838.9682,1.5443,1.2605,409.1895,462.6071,0.3322,0.0323,0.3756
813,Project,5,np.log(bm) ~ ndvi + ndti + bai_126 + bai_136 + bai_246 + ndvi:ndti + ndvi:bai_126 + ndvi:bai_136 + ndvi:bai_246 + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.3528,0.2234,86.1001,542.2113,159.9726,0.1318,0.4402,0.1299,0.6085,,88.7427,0.3236,0.0763,0.4361,0.1107,0.062,0.0157,616.6157,1.1014,0.9082,382.7694,472.1147,0.3108,0.0721,0.3833
814,Project,5,np.log(bm) ~ ndvi + satvi + nir + swir1 + bai_126 + ndvi:satvi + ndvi:nir + ndvi:swir1 + ndvi:bai_126 + satvi:nir + satvi:swir1 + satvi:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.3907,0.2689,80.6048,482.6915,95.3373,0.1122,0.3919,0.0774,0.5046,,59.7491,0.3151,0.047,0.414,0.0729,0.0588,0.0104,572.8407,1.0119,0.9443,363.5916,457.7514,0.2952,0.0485,0.3717
815,Project,5,np.log(bm) ~ ndvi + satvi + nir + swir1 + bai_246 + ndvi:satvi + ndvi:nir + ndvi:swir1 + ndvi:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,FIRE,0.3655,0.2386,84.2977,540.9575,100.0847,0.1227,0.4392,0.0813,0.5321,,57.9832,0.3383,0.057,0.4504,0.0875,0.064,0.0124,780.0572,1.4153,1.1738,387.1059,447.2965,0.3143,0.0471,0.3632
816,Project,5,np.log(bm) ~ ndvi + satvi + nir + swir2 + bai_126 + ndvi:satvi + ndvi:nir + ndvi:swir2 + ndvi:bai_126 + satvi:nir + satvi:swir2 + satvi:bai_126 + nir:swir2 + nir:bai_126 + swir2:bai_126,FIRE,0.3576,0.2291,85.4275,548.5551,88.3708,0.1307,0.4454,0.0718,0.5424,,50.5625,0.3391,0.0494,0.4466,0.0807,0.0635,0.0115,695.6542,1.2474,1.0698,400.325,477.3273,0.325,0.0411,0.3876
817,Project,5,np.log(bm) ~ ndvi + satvi + nir + swir2 + bai_246 + ndvi:satvi + ndvi:nir + ndvi:swir2 + ndvi:bai_246 + satvi:nir + satvi:swir2 + satvi:bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,FIRE,0.4132,0.2958,77.1883,575.445,140.0568,0.1265,0.4672,0.1137,0.6154,,104.2022,0.3377,0.0613,0.4363,0.0773,0.062,0.011,513.2876,0.9131,0.7695,418.7651,569.908,0.34,0.0846,0.4627
818,Project,5,np.log(bm) ~ ndvi + satvi + nir + bai_126 + bai_246 + ndvi:satvi + ndvi:nir + ndvi:bai_126 + ndvi:bai_246 + satvi:nir + satvi:bai_126 + satvi:bai_246 + nir:bai_126 + nir:bai_246 + bai_126:bai_246,FIRE,0.3576,0.2292,85.4203,597.041,122.6336,0.1456,0.4848,0.0996,0.672,,37.5417,0.3501,0.0407,0.4749,0.0898,0.0675,0.0128,776.4037,1.4211,1.1799,413.3627,459.4373,0.3356,0.0305,0.373
819,Project,5,np.log(bm) ~ ndvi + satvi + swir1 + bai_126 + bai_246 + ndvi:satvi + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_246 + satvi:swir1 + satvi:bai_126 + satvi:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.3491,0.219,86.6144,653.1176,176.5547,0.1689,0.5303,0.1434,0.8016,,39.8693,0.3549,0.0409,0.4861,0.0906,0.0691,0.0129,939.4056,1.7274,1.3354,430.3366,485.8899,0.3494,0.0324,0.3945
820,Project,5,np.log(bm) ~ ndvi + satvi + swir2 + bai_126 + bai_246 + ndvi:satvi + ndvi:swir2 + ndvi:bai_126 + ndvi:bai_246 + satvi:swir2 + satvi:bai_126 + satvi:bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,FIRE,0.3466,0.2159,86.974,664.7721,186.4927,0.1758,0.5398,0.1514,0.8237,,50.4637,0.358,0.049,0.4903,0.0978,0.0697,0.0139,942.4826,1.737,1.314,436.5252,495.0597,0.3544,0.041,0.402
821,Project,5,np.log(bm) ~ ndvi + nir + swir1 + bai_126 + bai_136 + ndvi:nir + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + nir:swir1 + nir:bai_126 + nir:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.3569,0.2283,85.5223,590.821,148.7624,0.1405,0.4797,0.1208,0.6798,,57.1858,0.34,0.0542,0.4641,0.1007,0.066,0.0143,740.0261,1.3574,1.1361,407.145,479.7978,0.3306,0.0464,0.3896
822,Project,5,np.log(bm) ~ ndvi + nir + swir1 + bai_126 + bai_246 + ndvi:nir + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_246 + nir:swir1 + nir:bai_126 + nir:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.3375,0.205,88.2283,702.5012,389.2312,0.202,0.5704,0.316,1.1874,,114.9771,0.346,0.0583,0.4884,0.1185,0.0694,0.0168,1158.363,2.1568,1.6124,427.6289,618.6953,0.3472,0.0934,0.5023
823,Project,5,np.log(bm) ~ ndvi + nir + swir1 + bai_136 + bai_246 + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndvi:bai_246 + nir:swir1 + nir:bai_136 + nir:bai_246 + swir1:bai_136 + swir1:bai_246 + bai_136:bai_246,FIRE,0.3683,0.242,83.8949,645.5361,299.0893,0.1848,0.5241,0.2428,0.9958,,77.1878,0.3401,0.0562,0.472,0.1161,0.0671,0.0165,1061.2083,1.9646,1.5096,405.1584,533.2298,0.329,0.0627,0.433
824,Project,5,np.log(bm) ~ ndvi + nir + swir2 + bai_126 + bai_136 + ndvi:nir + ndvi:swir2 + ndvi:bai_126 + ndvi:bai_136 + nir:swir2 + nir:bai_126 + nir:bai_136 + swir2:bai_126 + swir2:bai_136 + bai_126:bai_136,FIRE,0.4085,0.2902,77.9119,507.466,135.392,0.097,0.412,0.1099,0.588,,92.5845,0.3238,0.0644,0.4176,0.0853,0.0593,0.0121,467.54,0.8393,0.7596,381.2336,519.8753,0.3095,0.0752,0.4221
825,Project,5,np.log(bm) ~ ndvi + nir + swir2 + bai_126 + bai_246 + ndvi:nir + ndvi:swir2 + ndvi:bai_126 + ndvi:bai_246 + nir:swir2 + nir:bai_126 + nir:bai_246 + swir2:bai_126 + swir2:bai_246 + bai_126:bai_246,FIRE,0.405,0.286,78.4469,548.7152,135.6493,0.1287,0.4455,0.1101,0.5549,,103.1211,0.3372,0.0737,0.4383,0.0917,0.0623,0.013,566.8367,1.0382,0.843,404.5813,526.7948,0.3285,0.0837,0.4277
826,Project,5,np.log(bm) ~ ndvi + nir + swir2 + bai_136 + bai_246 + ndvi:nir + ndvi:swir2 + ndvi:bai_136 + ndvi:bai_246 + nir:swir2 + nir:bai_136 + nir:bai_246 + swir2:bai_136 + swir2:bai_246 + bai_136:bai_246,FIRE,0.3965,0.2758,79.7364,557.8064,120.0369,0.1455,0.4529,0.0975,0.5751,,78.6653,0.3588,0.0711,0.4553,0.1017,0.0647,0.0145,689.5866,1.2466,1.0381,422.6897,484.9816,0.3432,0.0639,0.3938
827,Project,5,np.log(bm) ~ ndvi + nir + bai_126 + bai_136 + bai_246 + ndvi:nir + ndvi:bai_126 + ndvi:bai_136 + ndvi:bai_246 + nir:bai_126 + nir:bai_136 + nir:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.3928,0.2714,80.2931,560.54,135.2527,0.1277,0.4551,0.1098,0.5505,,93.8149,0.3395,0.0771,0.4477,0.1077,0.0636,0.0153,634.6795,1.1506,0.9392,404.4037,500.5275,0.3284,0.0762,0.4064
828,Project,5,np.log(bm) ~ ndvi + swir1 + bai_126 + bai_136 + bai_246 + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndvi:bai_246 + swir1:bai_126 + swir1:bai_136 + swir1:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.3847,0.2616,81.5038,580.0039,131.3653,0.1395,0.4709,0.1067,0.6138,,62.856,0.3377,0.05,0.4635,0.0974,0.0659,0.0138,749.0127,1.3588,1.1253,403.4603,472.3634,0.3276,0.051,0.3835
829,Project,5,np.log(bm) ~ ndvi + swir2 + bai_126 + bai_136 + bai_246 + ndvi:swir2 + ndvi:bai_126 + ndvi:bai_136 + ndvi:bai_246 + swir2:bai_126 + swir2:bai_136 + swir2:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.3984,0.2781,79.4452,515.7231,136.1915,0.106,0.4187,0.1106,0.5755,,89.4815,0.3197,0.0689,0.4237,0.0972,0.0602,0.0138,497.9115,0.8912,0.7747,378.9399,495.5443,0.3077,0.0727,0.4024
830,Project,5,np.log(bm) ~ ndti + satvi + ndii7 + nir + swir1 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,FIRE,0.3115,0.1738,91.7307,547.1434,165.9468,0.1339,0.4442,0.1347,0.6916,,86.0562,0.3337,0.0585,0.4397,0.0888,0.0625,0.0126,629.7711,1.1294,0.9983,398.0927,543.6513,0.3232,0.0699,0.4414
831,Project,5,np.log(bm) ~ ndti + satvi + ndii7 + nir + bai_126 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:bai_126 + satvi:ndii7 + satvi:nir + satvi:bai_126 + ndii7:nir + ndii7:bai_126 + nir:bai_126,FIRE,0.3316,0.1979,89.0346,551.4939,110.8176,0.1408,0.4478,0.09,0.5875,,48.9328,0.346,0.045,0.4445,0.0896,0.0632,0.0127,634.1266,1.1336,1.0222,411.7101,478.4938,0.3343,0.0397,0.3885
832,Project,5,np.log(bm) ~ ndti + satvi + ndii7 + nir + bai_236 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:bai_236 + satvi:ndii7 + satvi:nir + satvi:bai_236 + ndii7:nir + ndii7:bai_236 + nir:bai_236,FIRE,0.38,0.256,82.1917,558.0516,151.4017,0.1275,0.4531,0.1229,0.6227,,78.9938,0.3218,0.051,0.4266,0.087,0.0606,0.0124,593.7622,1.0634,0.8477,396.6123,518.3767,0.322,0.0641,0.4209
833,Project,5,np.log(bm) ~ ndti + satvi + ndii7 + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,FIRE,0.3222,0.1866,90.3101,548.8991,178.3545,0.1407,0.4457,0.1448,0.6533,,94.2662,0.3376,0.0711,0.4423,0.1156,0.0629,0.0164,685.0729,1.207,1.0304,402.4379,499.1306,0.3268,0.0765,0.4053
834,Project,5,np.log(bm) ~ ndti + satvi + ndii7 + swir1 + bai_236 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_236 + satvi:ndii7 + satvi:swir1 + satvi:bai_236 + ndii7:swir1 + ndii7:bai_236 + swir1:bai_236,FIRE,0.3968,0.2762,79.694,547.0264,134.6338,0.1253,0.4442,0.1093,0.6036,,83.0044,0.327,0.0424,0.4282,0.0666,0.0609,0.0095,528.2154,0.9436,0.802,399.4266,542.519,0.3243,0.0674,0.4405
835,Project,5,np.log(bm) ~ ndti + satvi + ndii7 + bai_126 + bai_236 + ndti:satvi + ndti:ndii7 + ndti:bai_126 + ndti:bai_236 + satvi:ndii7 + satvi:bai_126 + satvi:bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,FIRE,0.3876,0.2651,81.0779,529.6359,104.7274,0.1118,0.43,0.085,0.5196,,55.9058,0.3234,0.0396,0.4181,0.0735,0.0594,0.0104,518.0247,0.9225,0.7682,393.6142,488.945,0.3196,0.0454,0.397
836,Project,5,np.log(bm) ~ ndti + satvi + nir + swir1 + bai_126 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_126 + satvi:nir + satvi:swir1 + satvi:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.3021,0.1625,92.9629,571.6361,189.2421,0.1526,0.4641,0.1537,0.7244,,92.3421,0.3365,0.0698,0.445,0.11,0.0632,0.0156,742.6241,1.3213,1.1294,406.1078,510.9218,0.3297,0.075,0.4148
837,Project,5,np.log(bm) ~ ndti + satvi + nir + swir1 + bai_236 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_236 + satvi:nir + satvi:swir1 + satvi:bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,FIRE,0.3868,0.2642,81.185,609.251,233.5256,0.1524,0.4947,0.1896,0.7637,,118.0242,0.329,0.068,0.4386,0.1082,0.0623,0.0154,660.5059,1.1873,0.91,416.2797,590.4109,0.338,0.0958,0.4794
838,Project,5,np.log(bm) ~ ndti + satvi + nir + swir1 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,FIRE,0.3475,0.217,86.8477,542.3578,81.8544,0.1292,0.4404,0.0665,0.5309,,51.0098,0.3348,0.0411,0.4384,0.0603,0.0623,0.0086,540.4785,0.9646,0.858,397.3581,437.2658,0.3226,0.0414,0.355
839,Project,5,np.log(bm) ~ ndti + satvi + nir + bai_126 + bai_236 + ndti:satvi + ndti:nir + ndti:bai_126 + ndti:bai_236 + satvi:nir + satvi:bai_126 + satvi:bai_236 + nir:bai_126 + nir:bai_236 + bai_126:bai_236,FIRE,0.3199,0.1839,90.6149,613.4201,250.7604,0.1518,0.4981,0.2036,0.8833,,97.6122,0.3405,0.075,0.4532,0.1283,0.0644,0.0182,760.8377,1.3667,1.059,415.1803,581.7675,0.3371,0.0793,0.4724
840,Project,5,np.log(bm) ~ ndti + satvi + nir + bai_126 + bai_246 + ndti:satvi + ndti:nir + ndti:bai_126 + ndti:bai_246 + satvi:nir + satvi:bai_126 + satvi:bai_246 + nir:bai_126 + nir:bai_246 + bai_126:bai_246,FIRE,0.3535,0.2242,85.9976,612.8593,154.0037,0.1763,0.4976,0.125,0.7002,,62.8151,0.3604,0.058,0.4735,0.1072,0.0673,0.0152,829.0524,1.5183,1.194,434.1739,488.0353,0.3525,0.051,0.3963
841,Project,5,np.log(bm) ~ ndti + satvi + nir + bai_236 + bai_246 + ndti:satvi + ndti:nir + ndti:bai_236 + ndti:bai_246 + satvi:nir + satvi:bai_236 + satvi:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,FIRE,0.3646,0.2376,84.4209,590.0237,177.8265,0.1526,0.4791,0.1444,0.7171,,78.2146,0.3369,0.0523,0.4475,0.0972,0.0636,0.0138,640.7383,1.1571,0.9257,412.6445,510.9286,0.335,0.0635,0.4148
842,Project,5,np.log(bm) ~ ndti + satvi + swir1 + bai_126 + bai_236 + ndti:satvi + ndti:swir1 + ndti:bai_126 + ndti:bai_236 + satvi:swir1 + satvi:bai_126 + satvi:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.3282,0.1938,89.4973,516.8111,78.5464,0.1064,0.4196,0.0638,0.4982,,57.8994,0.3249,0.0408,0.4355,0.0489,0.0619,0.007,499.4154,0.8899,0.786,377.174,447.7435,0.3062,0.047,0.3635
843,Project,5,np.log(bm) ~ ndti + satvi + swir1 + bai_126 + bai_246 + ndti:satvi + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + satvi:swir1 + satvi:bai_126 + satvi:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.3162,0.1794,91.1113,560.2985,154.3419,0.1471,0.4549,0.1253,0.6325,,85.5291,0.3428,0.0653,0.4491,0.1056,0.0638,0.015,676.8398,1.1948,1.0505,410.3416,502.9732,0.3332,0.0694,0.4084
844,Project,5,np.log(bm) ~ ndti + satvi + swir1 + bai_236 + bai_246 + ndti:satvi + ndti:swir1 + ndti:bai_236 + ndti:bai_246 + satvi:swir1 + satvi:bai_236 + satvi:bai_246 + swir1:bai_236 + swir1:bai_246 + bai_236:bai_246,FIRE,0.3883,0.2659,80.9751,583.7305,168.3553,0.1435,0.474,0.1367,0.6317,,94.7909,0.3368,0.051,0.4453,0.0804,0.0633,0.0114,600.214,1.0751,0.8835,415.0755,566.2016,0.337,0.077,0.4597
845,Project,5,np.log(bm) ~ ndti + satvi + bai_126 + bai_236 + bai_246 + ndti:satvi + ndti:bai_126 + ndti:bai_236 + ndti:bai_246 + satvi:bai_126 + satvi:bai_236 + satvi:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,FIRE,0.3429,0.2115,87.4855,596.5211,149.9704,0.1459,0.4843,0.1218,0.7041,,51.1162,0.349,0.048,0.4515,0.0982,0.0642,0.014,632.6809,1.1338,0.9233,427.3469,499.4854,0.347,0.0415,0.4056
846,Project,5,np.log(bm) ~ ndti + ndii7 + nir + swir1 + bai_126 + ndti:ndii7 + ndti:nir + ndti:swir1 + ndti:bai_126 + ndii7:nir + ndii7:swir1 + ndii7:bai_126 + nir:swir1 + nir:bai_126 + swir1:bai_126,FIRE,0.3298,0.1958,89.2786,619.2529,138.057,0.1782,0.5028,0.1121,0.6383,,45.6287,0.3411,0.047,0.4657,0.0912,0.0662,0.013,938.8279,1.7131,1.3449,416.2093,471.3593,0.3379,0.037,0.3827
847,Project,5,np.log(bm) ~ ndti + ndii7 + nir + swir1 + bai_136 + ndti:ndii7 + ndti:nir + ndti:swir1 + ndti:bai_136 + ndii7:nir + ndii7:swir1 + ndii7:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,FIRE,0.3016,0.1619,93.0324,632.1316,189.9493,0.1714,0.5133,0.1542,0.7293,,79.7338,0.3429,0.0587,0.4775,0.1018,0.0679,0.0145,960.781,1.7692,1.3879,413.6993,491.0454,0.3359,0.0647,0.3987
848,Project,5,np.log(bm) ~ ndti + ndii7 + nir + swir1 + bai_236 + ndti:ndii7 + ndti:nir + ndti:swir1 + ndti:bai_236 + ndii7:nir + ndii7:swir1 + ndii7:bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,FIRE,0.3789,0.2546,82.3607,572.9792,238.6134,0.1306,0.4652,0.1937,0.7847,,145.2661,0.3274,0.0839,0.4327,0.1069,0.0615,0.0152,548.5297,0.9952,0.8343,404.74,660.8147,0.3286,0.1179,0.5365
849,Project,5,np.log(bm) ~ ndti + ndii7 + nir + bai_126 + bai_136 + ndti:ndii7 + ndti:nir + ndti:bai_126 + ndti:bai_136 + ndii7:nir + ndii7:bai_126 + ndii7:bai_136 + nir:bai_126 + nir:bai_136 + bai_126:bai_136,FIRE,0.3279,0.1935,89.5374,681.1999,168.9203,0.1976,0.5531,0.1372,0.7068,,72.5576,0.3574,0.0469,0.4783,0.1053,0.068,0.015,908.9872,1.6744,1.2986,456.0435,545.2485,0.3703,0.0589,0.4427
850,Project,5,np.log(bm) ~ ndti + ndii7 + nir + bai_126 + bai_236 + ndti:ndii7 + ndti:nir + ndti:bai_126 + ndti:bai_236 + ndii7:nir + ndii7:bai_126 + ndii7:bai_236 + nir:bai_126 + nir:bai_236 + bai_126:bai_236,FIRE,0.3287,0.1944,89.433,796.2071,328.7231,0.2457,0.6465,0.2669,1.1157,,94.5762,0.3642,0.0483,0.4976,0.127,0.0707,0.0181,1230.4647,2.2967,1.6482,485.7813,621.0205,0.3944,0.0768,0.5042
851,Project,5,np.log(bm) ~ ndti + ndii7 + swir1 + bai_126 + bai_136 + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + ndii7:swir1 + ndii7:bai_126 + ndii7:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.3298,0.1958,89.2776,643.216,138.6972,0.1694,0.5223,0.1126,0.6451,,75.6477,0.3487,0.0546,0.4677,0.0997,0.0665,0.0142,818.3694,1.4971,1.178,439.8328,537.8773,0.3571,0.0614,0.4367
852,Project,5,np.log(bm) ~ ndti + ndii7 + swir1 + bai_126 + bai_236 + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + ndti:bai_236 + ndii7:swir1 + ndii7:bai_126 + ndii7:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.33,0.196,89.2521,666.3261,151.2996,0.177,0.541,0.1228,0.66,,73.7494,0.3498,0.0526,0.4704,0.1019,0.0668,0.0145,861.2981,1.5822,1.2281,445.7198,537.5164,0.3619,0.0599,0.4364
853,Project,5,np.log(bm) ~ ndti + nir + swir1 + bai_126 + bai_136 + ndti:nir + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + nir:swir1 + nir:bai_126 + nir:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,FIRE,0.3169,0.1803,91.0093,730.108,277.8482,0.1763,0.5928,0.2256,0.9708,,139.3938,0.3481,0.0642,0.4806,0.1056,0.0683,0.015,748.3026,1.3645,1.0895,463.6034,713.7924,0.3764,0.1132,0.5796
854,Project,5,np.log(bm) ~ ndti + nir + swir1 + bai_126 + bai_236 + ndti:nir + ndti:swir1 + ndti:bai_126 + ndti:bai_236 + nir:swir1 + nir:bai_126 + nir:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,FIRE,0.3337,0.2005,88.7438,728.3414,318.1965,0.168,0.5914,0.2584,1.0481,,153.1366,0.3501,0.0678,0.473,0.1086,0.0672,0.0154,716.1821,1.3008,1.0638,465.9017,747.8584,0.3783,0.1243,0.6072
855,Project,5,np.log(bm) ~ ndti + nir + swir1 + bai_126 + bai_246 + ndti:nir + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + nir:swir1 + nir:bai_126 + nir:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,FIRE,0.3612,0.2335,84.9057,530.3865,90.572,0.1271,0.4306,0.0735,0.4954,,63.1045,0.3374,0.0662,0.4324,0.085,0.0615,0.0121,567.7778,1.0268,0.919,397.1895,464.0725,0.3225,0.0512,0.3768
856,Project,5,np.log(bm) ~ ndti + nir + swir1 + bai_136 + bai_246 + ndti:nir + ndti:swir1 + ndti:bai_136 + ndti:bai_246 + nir:swir1 + nir:bai_136 + nir:bai_246 + swir1:bai_136 + swir1:bai_246 + bai_136:bai_246,FIRE,0.3019,0.1623,92.9891,711.6152,301.1743,0.1974,0.5778,0.2445,1.036,,85.9158,0.35,0.0459,0.4885,0.1125,0.0694,0.016,1137.3527,2.1164,1.5715,440.7157,584.7388,0.3578,0.0698,0.4748
857,Project,5,np.log(bm) ~ ndti + nir + swir1 + bai_236 + bai_246 + ndti:nir + ndti:swir1 + ndti:bai_236 + ndti:bai_246 + nir:swir1 + nir:bai_236 + nir:bai_246 + swir1:bai_236 + swir1:bai_246 + bai_236:bai_246,FIRE,0.3321,0.1985,88.969,728.898,279.4666,0.201,0.5918,0.2269,0.9863,,124.4776,0.3606,0.0891,0.4971,0.1416,0.0706,0.0201,985.3147,1.8252,1.2819,462.7504,642.9963,0.3757,0.1011,0.5221
858,Project,5,np.log(bm) ~ ndti + nir + bai_126 + bai_136 + bai_246 + ndti:nir + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + nir:bai_126 + nir:bai_136 + nir:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.3408,0.209,87.7742,674.0928,189.2299,0.1958,0.5473,0.1536,0.7247,,79.7348,0.3473,0.0603,0.4746,0.1136,0.0674,0.0161,887.2389,1.6416,1.2436,441.2899,516.3587,0.3583,0.0647,0.4193
859,Project,5,np.log(bm) ~ ndti + nir + bai_126 + bai_236 + bai_246 + ndti:nir + ndti:bai_126 + ndti:bai_236 + ndti:bai_246 + nir:bai_126 + nir:bai_236 + nir:bai_246 + bai_126:bai_236 + bai_126:bai_246 + bai_236:bai_246,FIRE,0.3392,0.207,87.9999,730.1524,258.626,0.2157,0.5928,0.21,0.9183,,92.0093,0.354,0.0611,0.4866,0.125,0.0691,0.0178,1046.1234,1.9485,1.4144,458.3519,571.0793,0.3722,0.0747,0.4637
860,Project,5,np.log(bm) ~ ndti + swir1 + bai_126 + bai_136 + bai_246 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + ndti:bai_246 + swir1:bai_126 + swir1:bai_136 + swir1:bai_246 + bai_126:bai_136 + bai_126:bai_246 + bai_136:bai_246,FIRE,0.3362,0.2035,88.3992,671.3063,202.9579,0.1575,0.5451,0.1648,0.8302,,106.9055,0.3404,0.0547,0.4655,0.0879,0.0661,0.0125,679.765,1.2377,0.9942,441.9693,629.6141,0.3589,0.0868,0.5112
